ProductID,VendorID,AverageLeadTime,StandardPrice,LastReceiptCost,LastReceiptDate,MinOrderQty,MaxOrderQty,OnOrderQty,UnitMeasureCode,ModifiedDate
346,90,19,45.38,47.649,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
347,8,15,35.21,36.9705,09/13/01 00:00,1,5,3,CTN,09/13/01 08:00
347,41,19,41.21,43.2705,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
347,90,19,41.31,43.3755,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
348,8,15,33.21,34.8705,09/20/01 00:00,1,5,3,CTN,09/20/01 08:00
348,41,19,39.21,41.1705,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
348,90,19,39.31,41.2755,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
349,8,15,37.28,39.144,09/20/01 00:00,1,5,3,CTN,09/20/01 08:00
349,41,19,43.28,45.444,09/18/01 00:00,1,5,,CTN,09/18/01 08:00
349,90,19,43.38,45.549,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
351,12,15,5.9,6.195,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
351,64,15,5.5,5.775,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
352,12,15,1.4,1.47,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
352,64,15,1.1,1.155,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
355,17,15,1.3,1.365,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
356,48,18,3.43,3.6015,09/27/01 00:00,20,100,,PAK,09/27/01 08:00
356,69,16,3.22,3.381,09/28/01 00:00,20,100,60,PAK,09/28/01 08:00
357,48,18,3.79,3.9795,09/27/01 00:00,20,100,,PAK,09/27/01 08:00
357,69,16,4.11,4.3155,09/28/01 00:00,20,100,60,PAK,09/28/01 08:00
358,103,16,6.65,6.9825,09/28/01 00:00,20,100,60,PAK,09/28/01 08:00
359,32,17,45.41,47.6805,09/29/01 00:00,1,5,3,CS ,09/29/01 08:00
359,91,19,45.26,47.523,09/11/01 00:00,1,5,,CS ,09/11/01 08:00
360,32,17,43.41,45.5805,09/29/01 00:00,1,5,3,CS ,09/29/01 08:00
360,91,19,43.26,45.423,09/11/01 00:00,1,5,,CS ,09/11/01 08:00
361,32,17,47.48,49.854,09/05/01 00:00,1,5,,CS ,09/05/01 08:00
361,91,19,47.33,49.6965,09/18/01 00:00,1,5,,CS ,09/18/01 08:00
362,32,17,43.41,45.5805,09/05/01 00:00,1,5,3,CS ,09/05/01 08:00
362,91,19,43.26,45.423,09/18/01 00:00,1,5,,CS ,09/18/01 08:00
363,32,17,41.41,43.4805,09/05/01 00:00,1,5,,CS ,09/05/01 08:00
363,91,19,41.26,43.323,09/18/01 00:00,1,5,,CS ,09/18/01 08:00
364,32,17,45.48,47.754,09/12/01 00:00,1,5,3,CS ,09/12/01 08:00
364,91,19,45.33,47.5965,09/24/01 00:00,1,5,,CS ,09/24/01 08:00
365,32,17,41.41,43.4805,09/12/01 00:00,1,5,,CS ,09/12/01 08:00
365,91,19,41.26,43.323,09/24/01 00:00,1,5,,CS ,09/24/01 08:00
366,32,17,39.41,41.3805,09/12/01 00:00,1,5,3,CS ,09/12/01 08:00
366,91,19,39.26,41.223,09/29/01 00:00,1,5,,CS ,09/29/01 08:00
367,32,17,43.48,45.654,09/12/01 00:00,1,5,,CS ,09/12/01 08:00
367,91,19,43.33,45.4965,09/29/01 00:00,1,5,,CS ,09/29/01 08:00
368,32,17,39.41,41.3805,09/12/01 00:00,1,5,3,CS ,09/12/01 08:00
368,91,19,39.26,41.223,09/29/01 00:00,1,5,,CS ,09/29/01 08:00
369,32,17,37.41,39.2805,09/12/01 00:00,1,5,3,CS ,09/12/01 08:00
369,91,19,37.26,39.123,09/29/01 00:00,1,5,,CS ,09/29/01 08:00
370,32,17,41.48,43.554,09/18/01 00:00,1,5,3,CS ,09/18/01 08:00
370,91,19,41.33,43.3965,08/30/01 00:00,1,5,,CS ,08/30/01 08:00
371,32,17,37.41,39.2805,09/18/01 00:00,1,5,,CS ,09/18/01 08:00
371,91,19,37.26,39.123,08/30/01 00:00,1,5,,CS ,08/30/01 08:00
372,32,17,35.41,37.1805,09/18/01 00:00,1,5,3,CS ,09/18/01 08:00
372,91,19,35.26,37.023,08/30/01 00:00,1,5,,CS ,08/30/01 08:00
373,32,17,39.48,41.454,09/18/01 00:00,1,5,3,CS ,09/18/01 08:00
373,91,19,39.33,41.2965,08/30/01 00:00,1,5,,CS ,08/30/01 08:00
374,32,17,35.41,37.1805,09/24/01 00:00,1,5,3,CS ,09/24/01 08:00
374,91,19,35.26,37.023,09/05/01 00:00,1,5,,CS ,09/05/01 08:00
375,7,16,41.21,43.2705,08/29/01 00:00,1,5,,CTN,08/29/01 08:00
375,23,16,41.21,43.2705,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
375,76,15,41.28,43.344,09/13/01 00:00,1,5,3,CTN,09/13/01 08:00
376,7,16,45.28,47.544,08/29/01 00:00,1,5,,CTN,08/29/01 08:00
376,23,16,39.21,41.1705,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
376,76,15,37.21,39.0705,09/13/01 00:00,1,5,,CTN,09/13/01 08:00
377,7,16,41.21,43.2705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
377,23,16,43.28,45.444,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
377,76,15,35.21,36.9705,09/20/01 00:00,1,5,3,CTN,09/20/01 08:00
378,7,16,39.21,41.1705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
378,23,16,39.21,41.1705,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
378,76,15,39.28,41.244,09/20/01 00:00,1,5,3,CTN,09/20/01 08:00
379,7,16,43.28,45.444,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
379,23,16,37.21,39.0705,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
379,76,15,35.21,36.9705,09/20/01 00:00,1,5,,CTN,09/20/01 08:00
380,7,16,39.21,41.1705,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
380,23,16,41.28,43.344,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
380,76,15,41.16,43.218,09/26/01 00:00,1,5,3,CTN,09/26/01 08:00
381,7,16,37.21,39.0705,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
381,23,16,37.21,39.0705,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
381,76,15,45.23,47.4915,09/26/01 00:00,1,5,3,CTN,09/26/01 08:00
382,23,16,35.21,36.9705,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
382,76,15,41.21,43.2705,09/01/01 00:00,1,5,3,CTN,09/01/01 08:00
383,23,16,39.28,41.244,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
383,76,15,45.28,47.544,09/01/01 00:00,1,5,,CTN,09/01/01 08:00
384,23,16,35.21,36.9705,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
384,76,15,41.21,43.2705,09/01/01 00:00,1,5,3,CTN,09/01/01 08:00
385,23,16,41.16,43.218,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
385,76,15,39.21,41.1705,09/07/01 00:00,1,5,,CTN,09/07/01 08:00
386,23,16,45.23,47.4915,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
386,76,15,43.28,45.444,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
387,23,16,41.21,43.2705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
387,76,15,39.21,41.1705,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
388,23,16,45.28,47.544,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
388,76,15,37.21,39.0705,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
389,23,16,41.21,43.2705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
389,76,15,41.28,43.344,09/07/01 00:00,1,5,,CTN,09/07/01 08:00
390,23,16,39.21,41.1705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
390,76,15,37.21,39.0705,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
391,23,16,43.28,45.444,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
391,76,15,35.21,36.9705,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
392,23,16,39.21,41.1705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
392,76,15,39.28,41.244,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
393,23,16,37.21,39.0705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
393,76,15,35.21,36.9705,09/07/01 00:00,1,5,,CTN,09/07/01 08:00
394,23,16,41.28,43.344,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
394,76,15,41.16,43.218,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
395,23,16,37.21,39.0705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
395,76,15,45.23,47.4915,09/07/01 00:00,1,5,3,CTN,09/07/01 08:00
396,23,16,35.21,36.9705,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
396,76,15,41.21,43.2705,09/07/01 00:00,1,5,,CTN,09/07/01 08:00
397,23,16,39.28,41.244,09/04/01 00:00,1,5,,CTN,09/04/01 08:00
397,76,15,45.28,47.544,09/07/01 00:00,1,5,,CTN,09/07/01 08:00
402,28,15,45.21,47.4705,09/26/01 00:00,1,5,3,CTN,09/26/01 08:00
403,54,19,43.28,45.444,09/28/01 00:00,1,5,,CAN,09/28/01 08:00
403,78,17,45.21,47.4705,09/06/01 00:00,1,5,3,CAN,09/06/01 08:00
403,87,15,43.21,45.3705,09/20/01 00:00,1,5,3,CAN,09/20/01 08:00
404,54,19,39.21,41.1705,09/28/01 00:00,1,5,,CAN,09/28/01 08:00
404,78,17,43.21,45.3705,09/06/01 00:00,1,5,3,CAN,09/06/01 08:00
404,87,15,47.28,49.644,09/20/01 00:00,1,5,3,CAN,09/20/01 08:00
405,54,19,37.21,39.0705,09/04/01 00:00,1,5,,CAN,09/04/01 08:00
405,78,17,47.28,49.644,09/12/01 00:00,1,5,3,CAN,09/12/01 08:00
405,87,15,43.21,45.3705,09/20/01 00:00,1,5,3,CAN,09/20/01 08:00
406,54,19,41.28,43.344,09/04/01 00:00,1,5,,CAN,09/04/01 08:00
406,78,17,43.21,45.3705,09/12/01 00:00,1,5,3,CAN,09/12/01 08:00
406,87,15,41.21,43.2705,09/20/01 00:00,1,5,3,CAN,09/20/01 08:00
407,54,19,37.21,39.0705,09/04/01 00:00,1,5,,CAN,09/04/01 08:00
407,78,17,41.21,43.2705,09/12/01 00:00,1,5,,CAN,09/12/01 08:00
407,87,15,45.28,47.544,09/20/01 00:00,1,5,,CAN,09/20/01 08:00
408,54,19,35.21,36.9705,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
408,78,17,45.28,47.544,09/19/01 00:00,1,5,3,CAN,09/19/01 08:00
408,87,15,41.21,43.2705,09/20/01 00:00,1,5,3,CAN,09/20/01 08:00
409,54,19,39.28,41.244,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
409,78,17,41.21,43.2705,09/19/01 00:00,1,5,3,CAN,09/19/01 08:00
409,87,15,39.21,41.1705,09/26/01 00:00,1,5,3,CAN,09/26/01 08:00
410,54,19,35.21,36.9705,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
410,78,17,39.21,41.1705,09/25/01 00:00,1,5,3,CAN,09/25/01 08:00
411,54,19,33.21,34.8705,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
411,78,17,43.28,45.444,09/25/01 00:00,1,5,,CAN,09/25/01 08:00
412,54,19,37.28,39.144,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
412,78,17,39.21,41.1705,09/25/01 00:00,1,5,3,CAN,09/25/01 08:00
413,54,19,45.31,47.5755,09/10/01 00:00,1,5,,CAN,09/10/01 08:00
413,78,17,37.21,39.0705,09/25/01 00:00,1,5,,CAN,09/25/01 08:00
414,54,19,43.31,45.4755,09/17/01 00:00,1,5,,CAN,09/17/01 08:00
414,78,17,41.28,43.344,08/24/01 00:00,1,5,3,CAN,08/24/01 08:00
415,54,19,47.38,49.749,09/17/01 00:00,1,5,,CAN,09/17/01 08:00
415,78,17,37.21,39.0705,08/24/01 00:00,1,5,3,CAN,08/24/01 08:00
416,54,19,43.31,45.4755,09/17/01 00:00,1,5,,CAN,09/17/01 08:00
416,78,17,35.21,36.9705,08/24/01 00:00,1,5,3,CAN,08/24/01 08:00
417,54,19,41.31,43.3755,09/17/01 00:00,1,5,,CAN,09/17/01 08:00
417,78,17,39.28,41.244,08/24/01 00:00,1,5,,CAN,08/24/01 08:00
418,54,19,45.38,47.649,09/22/01 00:00,1,5,,CAN,09/22/01 08:00
418,78,17,35.21,36.9705,08/31/01 00:00,1,5,3,CAN,08/31/01 08:00
419,54,19,41.31,43.3755,09/22/01 00:00,1,5,,CAN,09/22/01 08:00
419,78,17,33.21,34.8705,08/31/01 00:00,1,5,3,CAN,08/31/01 08:00
420,54,19,39.31,41.2755,09/22/01 00:00,1,5,,CAN,09/22/01 08:00
420,78,17,37.28,39.144,08/31/01 00:00,1,5,3,CAN,08/31/01 08:00
421,54,19,43.38,45.549,09/22/01 00:00,1,5,,CAN,09/22/01 08:00
421,78,17,45.31,47.5755,08/31/01 00:00,1,5,3,CAN,08/31/01 08:00
422,25,19,45.41,47.6805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
422,68,16,45.41,47.6805,09/21/01 00:00,1,5,,CTN,09/21/01 08:00
422,74,17,45.26,47.523,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
423,25,19,43.41,45.5805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
423,68,16,43.41,45.5805,09/21/01 00:00,1,5,,CTN,09/21/01 08:00
423,74,17,43.26,45.423,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
424,25,19,47.48,49.854,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
424,68,16,47.48,49.854,09/27/01 00:00,1,5,,CTN,09/27/01 08:00
424,74,17,47.33,49.6965,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
425,25,19,43.41,45.5805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
425,68,16,43.41,45.5805,09/27/01 00:00,1,5,,CTN,09/27/01 08:00
425,74,17,43.26,45.423,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
426,25,19,41.41,43.4805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
426,68,16,41.41,43.4805,09/27/01 00:00,1,5,,CTN,09/27/01 08:00
426,74,17,41.26,43.323,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
427,25,19,45.48,47.754,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
427,68,16,45.48,47.754,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
427,74,17,45.33,47.5965,09/25/01 00:00,1,5,,CTN,09/25/01 08:00
428,25,19,41.41,43.4805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
428,68,16,41.41,43.4805,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
428,74,17,41.26,43.323,09/25/01 00:00,1,5,,CTN,09/25/01 08:00
429,25,19,39.41,41.3805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
429,68,16,39.41,41.3805,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
429,74,17,39.26,41.223,08/24/01 00:00,1,5,,CTN,08/24/01 08:00
430,25,19,43.48,45.654,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
430,68,16,43.48,45.654,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
430,74,17,43.33,45.4965,08/24/01 00:00,1,5,,CTN,08/24/01 08:00
431,25,19,39.41,41.3805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
431,68,16,39.41,41.3805,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
431,74,17,39.26,41.223,08/24/01 00:00,1,5,,CTN,08/24/01 08:00
432,25,19,37.41,39.2805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
432,68,16,37.41,39.2805,09/03/01 00:00,1,5,,CTN,09/03/01 08:00
432,74,17,37.26,39.123,08/24/01 00:00,1,5,,CTN,08/24/01 08:00
433,25,19,41.48,43.554,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
433,68,16,41.48,43.554,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
433,74,17,41.33,43.3965,08/31/01 00:00,1,5,,CTN,08/31/01 08:00
434,25,19,37.41,39.2805,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
434,68,16,37.41,39.2805,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
434,74,17,37.26,39.123,08/31/01 00:00,1,5,,CTN,08/31/01 08:00
435,25,19,35.41,37.1805,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
435,68,16,35.41,37.1805,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
435,74,17,35.26,37.023,08/31/01 00:00,1,5,,CTN,08/31/01 08:00
436,25,19,39.48,41.454,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
436,68,16,39.48,41.454,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
436,74,17,39.33,41.2965,08/31/01 00:00,1,5,,CTN,08/31/01 08:00
437,25,19,35.41,37.1805,09/10/01 00:00,1,5,,CTN,09/10/01 08:00
437,68,16,35.41,37.1805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
437,74,17,35.26,37.023,09/06/01 00:00,1,5,,CTN,09/06/01 08:00
438,7,16,45.41,47.6805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
438,51,17,39.26,41.223,09/25/01 00:00,1,5,,CTN,09/25/01 08:00
439,7,16,43.41,45.5805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
439,51,17,43.33,45.4965,09/25/01 00:00,1,5,,CTN,09/25/01 08:00
440,7,16,47.48,49.854,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
440,51,17,39.26,41.223,09/06/01 00:00,1,5,,CTN,09/06/01 08:00
441,7,16,43.41,45.5805,09/17/01 00:00,1,5,,CTN,09/17/01 08:00
441,51,17,37.26,39.123,09/06/01 00:00,1,5,,CTN,09/06/01 08:00
442,7,16,41.41,43.4805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
442,51,17,41.33,43.3965,09/06/01 00:00,1,5,,CTN,09/06/01 08:00
443,7,16,45.48,47.754,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
443,51,17,37.26,39.123,09/06/01 00:00,1,5,,CTN,09/06/01 08:00
444,7,16,41.41,43.4805,09/22/01 00:00,1,5,,CTN,09/22/01 08:00
444,51,17,35.26,37.023,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
445,7,16,39.41,41.3805,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
445,51,17,39.33,41.2965,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
446,7,16,43.48,45.654,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
446,51,17,35.26,37.023,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
447,7,16,39.41,41.3805,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
447,51,17,45.41,47.6805,09/12/01 00:00,1,5,,CTN,09/12/01 08:00
448,7,16,37.41,39.2805,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
448,51,17,43.41,45.5805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
449,7,16,41.48,43.554,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
449,51,17,47.48,49.854,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
450,7,16,37.41,39.2805,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
450,51,17,43.41,45.5805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
451,7,16,35.41,37.1805,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
451,51,17,41.41,43.4805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
452,7,16,39.48,41.454,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
452,51,17,45.48,47.754,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
453,7,16,35.41,37.1805,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
453,51,17,41.41,43.4805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
454,7,16,45.26,47.523,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
454,51,17,39.41,41.3805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
455,7,16,43.26,45.423,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
455,51,17,43.48,45.654,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
456,7,16,47.33,49.6965,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
456,51,17,39.41,41.3805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
457,7,16,43.26,45.423,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
457,51,17,37.41,39.2805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
458,7,16,41.26,43.323,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
458,51,17,41.48,43.554,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
459,7,16,45.33,47.5965,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
459,51,17,37.41,39.2805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
460,7,16,41.26,43.323,08/22/01 00:00,1,5,,CTN,08/22/01 08:00
460,51,17,35.41,37.1805,09/19/01 00:00,1,5,,CTN,09/19/01 08:00
461,51,17,39.48,41.454,09/19/01 00:00,1,5,,DZ ,09/19/01 08:00
462,1,18,45.41,47.6805,09/27/01 00:00,1,5,3,CS ,09/27/01 08:00
463,37,18,45.26,47.523,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
464,37,18,43.26,45.423,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
465,37,18,47.33,49.6965,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
466,37,18,43.26,45.423,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
467,37,18,41.26,43.323,09/08/01 00:00,1,5,,CAN,09/08/01 08:00
468,37,18,45.33,47.5965,09/14/01 00:00,1,5,,CAN,09/14/01 08:00
469,37,18,41.26,43.323,09/14/01 00:00,1,5,,CAN,09/14/01 08:00
470,37,18,39.26,41.223,09/14/01 00:00,1,5,,CAN,09/14/01 08:00
471,37,18,43.33,45.4965,09/14/01 00:00,1,5,,CAN,09/14/01 08:00
472,37,18,39.26,41.223,09/14/01 00:00,1,5,,CAN,09/14/01 08:00
473,37,18,37.26,39.123,09/21/01 00:00,1,5,,CAN,09/21/01 08:00
474,37,18,41.33,43.3965,09/21/01 00:00,1,5,,CAN,09/21/01 08:00
475,37,18,37.26,39.123,09/21/01 00:00,1,5,,CAN,09/21/01 08:00
476,77,15,15.13,15.8865,09/20/01 00:00,100,1000,300,EA ,09/20/01 08:00
477,77,15,11.11,11.6655,09/20/01 00:00,100,1000,300,EA ,09/20/01 08:00
478,77,15,10.56,11.088,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
479,77,15,15.13,15.8865,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
480,77,15,11.11,11.6655,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
481,77,15,10.56,11.088,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
482,77,15,8.34,8.757,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
483,77,15,9.23,9.6915,09/13/01 00:00,100,1000,,EA ,09/13/01 08:00
484,77,15,6.55,6.8775,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
485,77,15,7.43,7.8015,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
486,77,15,8.34,8.757,09/13/01 00:00,100,1000,,EA ,09/13/01 08:00
487,77,15,5.53,5.8065,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
488,77,15,8.44,8.862,09/13/01 00:00,100,1000,300,EA ,09/13/01 08:00
489,77,15,9.97,10.4685,09/13/01 00:00,100,1000,,EA ,09/13/01 08:00
