EmployeeID,Course,CompletedDate,Status
EMP-100057,Quality Basics,2026-02-07,Complete
EMP-100057,Ethics,2026-02-24,Complete
EMP-100058,Safety Orientation,2026-01-21,Complete
EMP-100058,Quality Basics,2026-03-07,Complete
EMP-100058,Ethics,2026-01-05,Complete
EMP-100059,Safety Orientation,2026-06-22,Complete
EMP-100059,Quality Basics,2026-05-04,Overdue
EMP-100059,Ethics,2026-03-02,Complete
EMP-100060,Safety Orientation,2026-01-19,Complete
EMP-100060,Quality Basics,2026-04-09,Complete
EMP-100060,Ethics,2026-03-07,Complete
EMP-100061,Safety Orientation,2026-01-05,Overdue
EMP-100061,Quality Basics,2026-01-07,Complete
EMP-100061,Ethics,2026-02-01,Complete
EMP-100062,Safety Orientation,2026-03-25,Complete
EMP-100062,Quality Basics,2026-02-20,Overdue
EMP-100062,Ethics,2026-05-04,Complete
EMP-100063,Safety Orientation,2026-06-11,Overdue
EMP-100063,Quality Basics,2026-04-16,Complete
EMP-100063,Ethics,2026-04-17,Overdue
EMP-100064,Safety Orientation,2026-05-11,Complete
EMP-100064,Quality Basics,2026-05-21,Complete
EMP-100064,Ethics,2026-01-02,Overdue
EMP-100065,Safety Orientation,2026-06-23,Complete
EMP-100065,Quality Basics,2026-04-13,Overdue
EMP-100065,Ethics,2026-05-22,Complete
EMP-100066,Safety Orientation,2026-03-17,Overdue
EMP-100066,Quality Basics,2026-01-20,Overdue
EMP-100066,Ethics,2026-05-17,Complete
EMP-100067,Safety Orientation,2026-05-27,Overdue
EMP-100067,Quality Basics,2026-01-02,Complete
EMP-100067,Ethics,2026-04-17,Overdue
EMP-100068,Safety Orientation,2026-06-19,Overdue
EMP-100068,Quality Basics,2026-01-18,Overdue
EMP-100068,Ethics,2026-01-06,Complete
EMP-100069,Safety Orientation,2026-06-08,Overdue
EMP-100069,Quality Basics,2026-04-10,Complete
EMP-100069,Ethics,2026-05-28,Complete
EMP-100070,Safety Orientation,2026-06-13,Complete
EMP-100070,Quality Basics,2026-06-23,Complete
EMP-100070,Ethics,2026-05-02,Overdue
EMP-100071,Safety Orientation,2026-02-09,Overdue
EMP-100071,Quality Basics,2026-02-18,Overdue
EMP-100071,Ethics,2026-06-19,Overdue
EMP-100072,Safety Orientation,2026-04-17,Complete
EMP-100072,Quality Basics,2026-05-15,Complete
EMP-100072,Ethics,2026-02-25,Complete
EMP-100073,Safety Orientation,2026-06-03,Overdue
EMP-100073,Quality Basics,2026-04-26,Complete
EMP-100073,Ethics,2026-03-02,Complete
EMP-100074,Safety Orientation,2026-02-02,Overdue
EMP-100074,Quality Basics,2026-03-14,Overdue
EMP-100074,Ethics,2026-06-02,Complete
EMP-100075,Safety Orientation,2026-05-27,Complete
EMP-100075,Quality Basics,2026-01-13,Complete
EMP-100075,Ethics,2026-05-15,Complete
EMP-100076,Safety Orientation,2026-04-25,Overdue
EMP-100076,Quality Basics,2026-03-27,Complete
EMP-100076,Ethics,2026-01-12,Overdue
EMP-100077,Safety Orientation,2026-03-27,Complete
EMP-100077,Quality Basics,2026-02-15,Complete
EMP-100077,Ethics,2026-03-15,Complete
EMP-100078,Safety Orientation,2026-04-19,Complete
EMP-100078,Quality Basics,2026-01-25,Complete
EMP-100078,Ethics,2026-06-01,Complete
EMP-100079,Safety Orientation,2026-01-04,Complete
EMP-100079,Quality Basics,2026-02-20,Complete
EMP-100079,Ethics,2026-03-07,Complete
EMP-100080,Safety Orientation,2026-01-21,Complete
EMP-100080,Quality Basics,2026-02-06,Complete
EMP-100080,Ethics,2026-05-23,Complete
EMP-100081,Safety Orientation,2026-06-02,Complete
EMP-100081,Quality Basics,2026-02-18,Complete
EMP-100081,Ethics,2026-03-09,Complete
EMP-100082,Safety Orientation,2026-01-25,Complete
EMP-100082,Quality Basics,2026-01-28,Complete
EMP-100082,Ethics,2026-05-21,Overdue
EMP-100083,Safety Orientation,2026-06-06,Complete
EMP-100083,Quality Basics,2026-06-02,Complete
EMP-100083,Ethics,2026-01-09,Complete
EMP-100084,Safety Orientation,2026-02-14,Complete
EMP-100084,Quality Basics,2026-05-09,Complete
EMP-100084,Ethics,2026-03-18,Complete
EMP-100085,Safety Orientation,2026-05-13,Complete
EMP-100085,Quality Basics,2026-03-08,Complete
EMP-100085,Ethics,2026-01-15,Complete
EMP-100086,Safety Orientation,2026-03-13,Complete
EMP-100086,Quality Basics,2026-03-07,Overdue
EMP-100086,Ethics,2026-03-12,Complete
EMP-100087,Safety Orientation,2026-02-01,Complete
EMP-100087,Quality Basics,2026-03-14,Complete
EMP-100087,Ethics,2026-01-12,Complete
EMP-100088,Safety Orientation,2026-04-10,Complete
EMP-100088,Quality Basics,2026-05-16,Complete
EMP-100088,Ethics,2026-05-05,Complete
EMP-100089,Safety Orientation,2026-02-17,Complete
EMP-100089,Quality Basics,2026-01-13,Complete
EMP-100089,Ethics,2026-02-22,Overdue
EMP-100090,Safety Orientation,2026-05-24,Complete
EMP-100090,Quality Basics,2026-04-19,Overdue
EMP-100090,Ethics,2026-01-04,Complete
EMP-100091,Safety Orientation,2026-03-17,Complete
EMP-100091,Quality Basics,2026-05-17,Overdue
EMP-100091,Ethics,2026-06-19,Overdue
EMP-100092,Safety Orientation,2026-06-21,Complete
EMP-100092,Quality Basics,2026-05-09,Complete
EMP-100092,Ethics,2026-01-05,Complete
EMP-100093,Safety Orientation,2026-03-22,Overdue
EMP-100093,Quality Basics,2026-06-14,Complete
EMP-100093,Ethics,2026-04-17,Complete
EMP-100094,Safety Orientation,2026-04-16,Complete
EMP-100094,Quality Basics,2026-05-28,Complete
EMP-100094,Ethics,2026-04-11,Overdue
EMP-100095,Safety Orientation,2026-05-04,Overdue
EMP-100095,Quality Basics,2026-06-14,Complete
EMP-100095,Ethics,2026-05-11,Overdue
EMP-100096,Safety Orientation,2026-01-20,Overdue
EMP-100096,Quality Basics,2026-03-09,Complete
EMP-100096,Ethics,2026-05-19,Complete
EMP-100097,Safety Orientation,2026-06-20,Overdue
EMP-100097,Quality Basics,2026-02-27,Complete
EMP-100097,Ethics,2026-02-15,Complete
EMP-100098,Safety Orientation,2026-04-09,Complete
EMP-100098,Quality Basics,2026-06-15,Complete
EMP-100098,Ethics,2026-06-23,Complete
EMP-100099,Safety Orientation,2026-01-23,Overdue
EMP-100099,Quality Basics,2026-01-06,Complete
EMP-100099,Ethics,2026-02-10,Complete
EMP-100100,Safety Orientation,2026-01-23,Complete
EMP-100100,Quality Basics,2026-02-02,Complete
EMP-100100,Ethics,2026-03-23,Complete
EMP-100101,Safety Orientation,2026-01-12,Complete
EMP-100101,Quality Basics,2026-01-11,Complete
EMP-100101,Ethics,2026-01-12,Complete
EMP-100102,Safety Orientation,2026-04-25,Complete
EMP-100102,Quality Basics,2026-03-15,Complete
EMP-100102,Ethics,2026-01-10,Overdue
EMP-100103,Safety Orientation,2026-04-20,Complete
EMP-100103,Quality Basics,2026-06-02,Complete
EMP-100103,Ethics,2026-04-23,Complete
EMP-100104,Safety Orientation,2026-04-28,Complete
EMP-100104,Quality Basics,2026-01-22,Overdue
EMP-100104,Ethics,2026-01-26,Complete
EMP-100105,Safety Orientation,2026-06-15,Complete
EMP-100105,Quality Basics,2026-06-13,Complete
EMP-100105,Ethics,2026-01-19,Overdue
EMP-100106,Safety Orientation,2026-03-26,Overdue
EMP-100106,Quality Basics,2026-01-27,Complete
EMP-100106,Ethics,2026-06-28,Overdue
EMP-100107,Safety Orientation,2026-04-18,Complete
EMP-100107,Quality Basics,2026-03-07,Complete
EMP-100107,Ethics,2026-01-21,Overdue
EMP-100108,Safety Orientation,2026-02-06,Complete
EMP-100108,Quality Basics,2026-05-18,Complete
EMP-100108,Ethics,2026-02-22,Overdue
EMP-100109,Safety Orientation,2026-05-13,Complete
EMP-100109,Quality Basics,2026-02-21,Overdue
EMP-100109,Ethics,2026-01-15,Complete
EMP-100110,Safety Orientation,2026-05-02,Overdue
EMP-100110,Quality Basics,2026-06-23,Overdue
EMP-100110,Ethics,2026-02-04,Complete
EMP-100111,Safety Orientation,2026-06-19,Complete
EMP-100111,Quality Basics,2026-01-16,Overdue
EMP-100111,Ethics,2026-03-21,Complete
EMP-100112,Safety Orientation,2026-04-23,Complete
EMP-100112,Quality Basics,2026-03-16,Complete
EMP-100112,Ethics,2026-01-05,Complete
EMP-100113,Safety Orientation,2026-02-28,Complete
EMP-100113,Quality Basics,2026-05-09,Overdue
EMP-100113,Ethics,2026-03-19,Overdue
EMP-100114,Safety Orientation,2026-05-17,Complete
EMP-100114,Quality Basics,2026-03-16,Complete
EMP-100114,Ethics,2026-06-26,Overdue
EMP-100115,Safety Orientation,2026-02-09,Complete
EMP-100115,Quality Basics,2026-02-11,Complete
EMP-100115,Ethics,2026-03-03,Complete
EMP-100116,Safety Orientation,2026-02-28,Overdue
EMP-100116,Quality Basics,2026-02-14,Complete
EMP-100116,Ethics,2026-03-21,Complete
EMP-100117,Safety Orientation,2026-03-01,Complete
EMP-100117,Quality Basics,2026-04-01,Complete
EMP-100117,Ethics,2026-03-04,Complete
EMP-100118,Safety Orientation,2026-05-06,Complete
EMP-100118,Quality Basics,2026-01-04,Overdue
EMP-100118,Ethics,2026-05-16,Complete
EMP-100119,Safety Orientation,2026-05-16,Complete
EMP-100119,Quality Basics,2026-03-16,Complete
EMP-100119,Ethics,2026-04-24,Complete
EMP-100120,Safety Orientation,2026-01-12,Complete
EMP-100120,Quality Basics,2026-01-18,Complete
EMP-100120,Ethics,2026-04-27,Overdue
EMP-100121,Safety Orientation,2026-06-09,Complete
EMP-100121,Quality Basics,2026-05-11,Complete
EMP-100121,Ethics,2026-03-11,Complete
EMP-100122,Safety Orientation,2026-06-10,Complete
EMP-100122,Quality Basics,2026-01-03,Complete
EMP-100122,Ethics,2026-04-15,Overdue
EMP-100123,Safety Orientation,2026-05-03,Complete
EMP-100123,Quality Basics,2026-02-23,Overdue
EMP-100123,Ethics,2026-01-27,Overdue
EMP-100124,Safety Orientation,2026-02-19,Complete
EMP-100124,Quality Basics,2026-02-13,Complete
EMP-100124,Ethics,2026-04-20,Complete
EMP-100125,Safety Orientation,2026-06-21,Complete
EMP-100125,Quality Basics,2026-06-02,Complete
EMP-100125,Ethics,2026-05-08,Complete
EMP-100126,Safety Orientation,2026-03-10,Overdue
EMP-100126,Quality Basics,2026-05-11,Complete
EMP-100126,Ethics,2026-04-04,Complete
EMP-100127,Safety Orientation,2026-01-10,Complete
EMP-100127,Quality Basics,2026-03-06,Overdue
EMP-100127,Ethics,2026-05-07,Overdue
EMP-100128,Safety Orientation,2026-03-02,Overdue
EMP-100128,Quality Basics,2026-04-13,Overdue
EMP-100128,Ethics,2026-02-22,Complete
EMP-100129,Safety Orientation,2026-02-18,Complete
EMP-100129,Quality Basics,2026-04-27,Overdue
EMP-100129,Ethics,2026-01-17,Complete
EMP-100130,Safety Orientation,2026-03-12,Complete
EMP-100130,Quality Basics,2026-04-23,Complete
EMP-100130,Ethics,2026-02-27,Overdue
EMP-100131,Safety Orientation,2026-05-16,Complete
EMP-100131,Quality Basics,2026-04-01,Overdue
EMP-100131,Ethics,2026-04-27,Complete
EMP-100132,Safety Orientation,2026-05-03,Complete
EMP-100132,Quality Basics,2026-02-15,Overdue
EMP-100132,Ethics,2026-03-20,Complete
EMP-100133,Safety Orientation,2026-03-06,Complete
EMP-100133,Quality Basics,2026-01-25,Overdue
EMP-100133,Ethics,2026-06-20,Complete
EMP-100134,Safety Orientation,2026-05-04,Complete
EMP-100134,Quality Basics,2026-01-18,Overdue
EMP-100134,Ethics,2026-04-19,Complete
EMP-100135,Safety Orientation,2026-02-02,Complete
EMP-100135,Quality Basics,2026-04-06,Overdue
EMP-100135,Ethics,2026-02-17,Complete
EMP-100136,Safety Orientation,2026-03-28,Complete
EMP-100136,Quality Basics,2026-06-18,Complete
EMP-100136,Ethics,2026-01-04,Complete
EMP-100137,Safety Orientation,2026-04-04,Overdue
EMP-100137,Quality Basics,2026-03-07,Overdue
EMP-100137,Ethics,2026-01-25,Complete
EMP-100138,Safety Orientation,2026-03-28,Complete
EMP-100138,Quality Basics,2026-06-19,Overdue
EMP-100138,Ethics,2026-01-27,Complete
EMP-100139,Safety Orientation,2026-06-26,Complete
EMP-100139,Quality Basics,2026-05-16,Overdue
EMP-100139,Ethics,2026-01-18,Complete
EMP-100140,Safety Orientation,2026-03-11,Complete
EMP-100140,Quality Basics,2026-03-07,Overdue
EMP-100140,Ethics,2026-04-04,Complete
EMP-100141,Safety Orientation,2026-03-28,Complete
EMP-100141,Quality Basics,2026-03-14,Overdue
EMP-100141,Ethics,2026-04-06,Overdue
EMP-100142,Safety Orientation,2026-02-04,Complete
EMP-100142,Quality Basics,2026-03-18,Overdue
EMP-100142,Ethics,2026-03-21,Overdue
EMP-100143,Safety Orientation,2026-02-05,Complete
EMP-100143,Quality Basics,2026-05-13,Overdue
EMP-100143,Ethics,2026-01-17,Complete
EMP-100144,Safety Orientation,2026-04-04,Overdue
EMP-100144,Quality Basics,2026-01-17,Overdue
EMP-100144,Ethics,2026-03-14,Overdue
EMP-100145,Safety Orientation,2026-02-03,Overdue
EMP-100145,Quality Basics,2026-06-11,Overdue
EMP-100145,Ethics,2026-06-24,Complete
EMP-100146,Safety Orientation,2026-01-21,Complete
EMP-100146,Quality Basics,2026-04-06,Complete
EMP-100146,Ethics,2026-05-03,Complete
EMP-100147,Safety Orientation,2026-02-01,Overdue
EMP-100147,Quality Basics,2026-01-14,Complete
EMP-100147,Ethics,2026-02-19,Overdue
EMP-100148,Safety Orientation,2026-01-06,Complete
EMP-100148,Quality Basics,2026-03-28,Complete
EMP-100148,Ethics,2026-05-08,Overdue
EMP-100149,Safety Orientation,2026-06-04,Overdue
EMP-100149,Quality Basics,2026-03-19,Overdue
EMP-100149,Ethics,2026-06-09,Complete
EMP-100150,Safety Orientation,2026-05-25,Complete
EMP-100150,Quality Basics,2026-05-04,Complete
EMP-100150,Ethics,2026-05-22,Complete
EMP-100151,Safety Orientation,2026-04-25,Complete
EMP-100151,Quality Basics,2026-03-08,Overdue
EMP-100151,Ethics,2026-01-07,Overdue
EMP-100152,Safety Orientation,2026-01-02,Overdue
EMP-100152,Quality Basics,2026-02-16,Overdue
EMP-100152,Ethics,2026-06-22,Complete
EMP-100153,Safety Orientation,2026-04-26,Overdue
EMP-100153,Quality Basics,2026-04-19,Complete
EMP-100153,Ethics,2026-04-09,Overdue
EMP-100154,Safety Orientation,2026-04-16,Overdue
EMP-100154,Quality Basics,2026-06-04,Complete
EMP-100154,Ethics,2026-04-03,Complete
EMP-100155,Safety Orientation,2026-03-25,Complete
EMP-100155,Quality Basics,2026-05-24,Complete
EMP-100155,Ethics,2026-02-26,Complete
EMP-100156,Safety Orientation,2026-02-04,Complete
EMP-100156,Quality Basics,2026-04-22,Complete
EMP-100156,Ethics,2026-04-06,Complete
EMP-100157,Safety Orientation,2026-05-19,Overdue
EMP-100157,Quality Basics,2026-06-26,Complete
EMP-100157,Ethics,2026-02-09,Overdue
EMP-100158,Safety Orientation,2026-06-07,Overdue
EMP-100158,Quality Basics,2026-04-10,Complete
EMP-100158,Ethics,2026-03-15,Overdue
EMP-100159,Safety Orientation,2026-01-03,Overdue
EMP-100159,Quality Basics,2026-05-05,Complete
EMP-100159,Ethics,2026-01-13,Overdue
EMP-100160,Safety Orientation,2026-04-10,Complete
EMP-100160,Quality Basics,2026-01-16,Overdue
EMP-100160,Ethics,2026-06-28,Complete
EMP-100161,Safety Orientation,2026-04-02,Complete
EMP-100161,Quality Basics,2026-04-03,Complete
EMP-100161,Ethics,2026-06-11,Overdue
EMP-100162,Safety Orientation,2026-02-26,Overdue
EMP-100162,Quality Basics,2026-05-06,Complete
EMP-100162,Ethics,2026-04-16,Complete
EMP-100163,Safety Orientation,2026-01-22,Complete
EMP-100163,Quality Basics,2026-04-22,Complete
EMP-100163,Ethics,2026-01-23,Complete
EMP-100164,Safety Orientation,2026-03-09,Complete
EMP-100164,Quality Basics,2026-02-23,Complete
EMP-100164,Ethics,2026-03-09,Complete
EMP-100165,Safety Orientation,2026-04-21,Complete
EMP-100165,Quality Basics,2026-01-23,Complete
EMP-100165,Ethics,2026-06-14,Complete
EMP-100166,Safety Orientation,2026-03-24,Overdue
EMP-100166,Quality Basics,2026-04-19,Complete
EMP-100166,Ethics,2026-03-23,Overdue
EMP-100167,Safety Orientation,2026-03-19,Complete
EMP-100167,Quality Basics,2026-04-01,Complete
EMP-100167,Ethics,2026-06-02,Complete
EMP-100168,Safety Orientation,2026-01-04,Overdue
EMP-100168,Quality Basics,2026-01-22,Complete
EMP-100168,Ethics,2026-03-23,Overdue
EMP-100169,Safety Orientation,2026-01-07,Overdue
EMP-100169,Quality Basics,2026-03-04,Overdue
EMP-100169,Ethics,2026-06-19,Overdue
EMP-100170,Safety Orientation,2026-04-05,Complete
EMP-100170,Quality Basics,2026-01-22,Complete
EMP-100170,Ethics,2026-01-15,Complete
EMP-100171,Safety Orientation,2026-05-05,Overdue
EMP-100171,Quality Basics,2026-02-14,Overdue
EMP-100171,Ethics,2026-01-20,Complete
EMP-100172,Safety Orientation,2026-02-14,Complete
EMP-100172,Quality Basics,2026-06-10,Complete
EMP-100172,Ethics,2026-05-10,Overdue
EMP-100173,Safety Orientation,2026-02-17,Overdue
EMP-100173,Quality Basics,2026-06-11,Overdue
EMP-100173,Ethics,2026-02-03,Complete
EMP-100174,Safety Orientation,2026-04-13,Complete
EMP-100174,Quality Basics,2026-02-20,Complete
EMP-100174,Ethics,2026-02-14,Complete
EMP-100175,Safety Orientation,2026-02-28,Complete
EMP-100175,Quality Basics,2026-05-21,Overdue
EMP-100175,Ethics,2026-05-24,Overdue
EMP-100176,Safety Orientation,2026-04-09,Complete
EMP-100176,Quality Basics,2026-01-19,Complete
EMP-100176,Ethics,2026-06-08,Complete
EMP-100177,Safety Orientation,2026-04-16,Overdue
EMP-100177,Quality Basics,2026-03-26,Complete
EMP-100177,Ethics,2026-03-07,Overdue
EMP-100178,Safety Orientation,2026-02-20,Complete
EMP-100178,Quality Basics,2026-05-10,Complete
EMP-100178,Ethics,2026-04-25,Complete
EMP-100179,Safety Orientation,2026-06-21,Complete
EMP-100179,Quality Basics,2026-04-16,Complete
EMP-100179,Ethics,2026-04-15,Complete
EMP-100180,Safety Orientation,2026-02-28,Complete
EMP-100180,Quality Basics,2026-02-07,Complete
EMP-100180,Ethics,2026-02-18,Complete
EMP-100181,Safety Orientation,2026-01-11,Overdue
EMP-100181,Quality Basics,2026-01-07,Overdue
EMP-100181,Ethics,2026-01-12,Complete
EMP-100182,Safety Orientation,2026-01-24,Complete
EMP-100182,Quality Basics,2026-06-02,Overdue
EMP-100182,Ethics,2026-04-19,Overdue
EMP-100183,Safety Orientation,2026-03-10,Complete
EMP-100183,Quality Basics,2026-04-18,Complete
EMP-100183,Ethics,2026-01-07,Overdue
EMP-100184,Safety Orientation,2026-04-27,Complete
EMP-100184,Quality Basics,2026-06-14,Overdue
EMP-100184,Ethics,2026-02-04,Overdue
EMP-100185,Safety Orientation,2026-06-08,Overdue
EMP-100185,Quality Basics,2026-03-21,Complete
EMP-100185,Ethics,2026-04-28,Complete
