WeekStart,WorkCenterID,SiteID,DirectHours,OvertimeHours,UnitsProduced
2026-01-05,WC-002,SITE-01,356.0,29.5,2618
2026-01-12,WC-002,SITE-01,403.9,29.1,3833
2026-01-19,WC-002,SITE-01,349.2,12.4,2287
2026-01-26,WC-002,SITE-01,381.7,20.1,4856
2026-02-02,WC-002,SITE-01,344.5,14.2,4248
2026-02-09,WC-002,SITE-01,359.6,19.2,4663
2026-02-16,WC-002,SITE-01,353.0,10.2,3514
2026-02-23,WC-002,SITE-01,414.8,21.5,4590
2026-03-02,WC-002,SITE-01,358.0,14.2,3030
2026-03-09,WC-002,SITE-01,344.6,16.7,2197
2026-03-16,WC-002,SITE-01,394.6,17.3,2518
2026-03-23,WC-002,SITE-01,359.9,21.0,3886
2026-03-30,WC-002,SITE-01,394.6,32.2,3988
2026-04-06,WC-002,SITE-01,387.9,39.5,3801
2026-04-13,WC-002,SITE-01,377.1,29.9,3450
2026-04-20,WC-002,SITE-01,394.2,27.1,3036
2026-04-27,WC-002,SITE-01,361.5,9.1,2717
2026-05-04,WC-002,SITE-01,355.0,21.0,4312
2026-05-11,WC-002,SITE-01,369.0,15.9,4309
2026-05-18,WC-002,SITE-01,410.9,30.3,4852
2026-05-25,WC-002,SITE-01,344.7,35.3,3807
2026-06-01,WC-002,SITE-01,398.9,41.9,4412
2026-06-08,WC-002,SITE-01,371.0,32.0,3580
2026-06-15,WC-002,SITE-01,377.0,12.1,2420
2026-06-22,WC-002,SITE-01,380.9,28.7,2583
2026-06-29,WC-002,SITE-01,364.7,15.5,2750
2026-07-06,WC-002,SITE-01,385.2,10.0,3356
2025-01-06,WC-003,SITE-01,580.4,36.7,6141
2025-01-13,WC-003,SITE-01,547.3,62.2,5240
2025-01-20,WC-003,SITE-01,610.3,18.9,7181
2025-01-27,WC-003,SITE-01,655.5,68.7,3959
2025-02-03,WC-003,SITE-01,655.3,41.1,5118
2025-02-10,WC-003,SITE-01,597.2,61.3,8190
2025-02-17,WC-003,SITE-01,561.0,48.7,4109
2025-02-24,WC-003,SITE-01,556.0,12.3,5253
2025-03-03,WC-003,SITE-01,608.6,32.4,4248
2025-03-10,WC-003,SITE-01,631.6,27.9,6702
2025-03-17,WC-003,SITE-01,576.5,42.5,3647
2025-03-24,WC-003,SITE-01,603.1,42.6,7477
2025-03-31,WC-003,SITE-01,563.0,19.5,3721
2025-04-07,WC-003,SITE-01,624.1,56.0,8508
2025-04-14,WC-003,SITE-01,625.4,38.6,7610
2025-04-21,WC-003,SITE-01,568.8,30.6,6619
2025-04-28,WC-003,SITE-01,577.3,31.5,5377
2025-05-05,WC-003,SITE-01,659.6,31.1,5746
2025-05-12,WC-003,SITE-01,630.1,40.9,4108
2025-05-19,WC-003,SITE-01,628.2,13.5,4623
2025-05-26,WC-003,SITE-01,582.7,20.4,5440
2025-06-02,WC-003,SITE-01,580.7,19.7,7728
2025-06-09,WC-003,SITE-01,553.4,32.2,3687
2025-06-16,WC-003,SITE-01,551.7,28.7,4988
2025-06-23,WC-003,SITE-01,633.2,51.9,5926
2025-06-30,WC-003,SITE-01,567.1,20.2,4344
2025-07-07,WC-003,SITE-01,543.8,43.5,3703
2025-07-14,WC-003,SITE-01,658.3,77.3,9067
2025-07-21,WC-003,SITE-01,581.4,49.8,7897
2025-07-28,WC-003,SITE-01,641.7,32.1,7209
2025-08-04,WC-003,SITE-01,583.0,34.1,7215
2025-08-11,WC-003,SITE-01,548.7,50.8,5441
2025-08-18,WC-003,SITE-01,647.3,63.3,6603
2025-08-25,WC-003,SITE-01,621.4,53.7,5302
2025-09-01,WC-003,SITE-01,652.8,60.7,7385
2025-09-08,WC-003,SITE-01,550.6,41.0,6836
2025-09-15,WC-003,SITE-01,560.8,45.1,4207
2025-09-22,WC-003,SITE-01,621.1,55.1,4456
2025-09-29,WC-003,SITE-01,650.3,64.5,4719
2025-10-06,WC-003,SITE-01,599.0,65.1,4250
2025-10-13,WC-003,SITE-01,586.3,35.7,4361
2025-10-20,WC-003,SITE-01,563.5,58.4,3565
2025-10-27,WC-003,SITE-01,574.4,51.4,6772
2025-11-03,WC-003,SITE-01,637.0,72.6,5486
2025-11-10,WC-003,SITE-01,544.2,19.4,6857
2025-11-17,WC-003,SITE-01,596.6,55.4,5063
2025-11-24,WC-003,SITE-01,563.1,51.1,3525
2025-12-01,WC-003,SITE-01,633.8,72.2,5229
2025-12-08,WC-003,SITE-01,596.7,51.1,8054
2025-12-15,WC-003,SITE-01,654.3,67.3,5765
2025-12-22,WC-003,SITE-01,603.3,48.0,6950
2025-12-29,WC-003,SITE-01,588.7,43.3,8157
2026-01-05,WC-003,SITE-01,645.6,31.0,8361
2026-01-12,WC-003,SITE-01,619.2,27.6,6470
2026-01-19,WC-003,SITE-01,636.0,71.2,4405
2026-01-26,WC-003,SITE-01,553.5,16.0,3938
2026-02-02,WC-003,SITE-01,634.6,29.7,8665
2026-02-09,WC-003,SITE-01,630.6,16.0,6734
2026-02-16,WC-003,SITE-01,627.4,53.2,7969
2026-02-23,WC-003,SITE-01,558.8,30.4,4267
2026-03-02,WC-003,SITE-01,617.2,44.4,7008
2026-03-09,WC-003,SITE-01,547.8,35.7,5878
2026-03-16,WC-003,SITE-01,608.2,30.8,5659
2026-03-23,WC-003,SITE-01,606.9,62.1,6860
2026-03-30,WC-003,SITE-01,575.1,18.6,5152
2026-04-06,WC-003,SITE-01,650.3,36.7,4759
2026-04-13,WC-003,SITE-01,612.3,32.8,5259
2026-04-20,WC-003,SITE-01,617.8,28.6,6250
2026-04-27,WC-003,SITE-01,609.1,51.8,6367
2026-05-04,WC-003,SITE-01,658.1,15.6,8264
2026-05-11,WC-003,SITE-01,559.6,42.0,6351
2026-05-18,WC-003,SITE-01,656.2,31.6,5481
2026-05-25,WC-003,SITE-01,544.3,25.6,5602
2026-06-01,WC-003,SITE-01,589.9,48.5,8077
2026-06-08,WC-003,SITE-01,620.3,37.9,5760
2026-06-15,WC-003,SITE-01,578.9,32.7,5768
2026-06-22,WC-003,SITE-01,627.1,42.9,4216
2026-06-29,WC-003,SITE-01,545.8,20.7,5635
2026-07-06,WC-003,SITE-01,580.2,30.3,5835
2025-01-06,WC-004,SITE-02,615.7,20.5,6241
2025-01-13,WC-004,SITE-02,533.1,29.6,6344
2025-01-20,WC-004,SITE-02,611.1,49.8,4335
2025-01-27,WC-004,SITE-02,583.4,58.6,3747
2025-02-03,WC-004,SITE-02,527.5,50.3,5960
2025-02-10,WC-004,SITE-02,585.9,35.6,6594
2025-02-17,WC-004,SITE-02,580.0,23.2,4379
2025-02-24,WC-004,SITE-02,581.3,22.3,5989
2025-03-03,WC-004,SITE-02,574.2,18.6,6807
2025-03-10,WC-004,SITE-02,603.2,60.9,5793
2025-03-17,WC-004,SITE-02,557.7,24.2,5106
2025-03-24,WC-004,SITE-02,519.8,39.5,7020
2025-03-31,WC-004,SITE-02,514.7,35.9,5726
2025-04-07,WC-004,SITE-02,561.6,41.4,6368
2025-04-14,WC-004,SITE-02,582.9,16.4,4010
2025-04-21,WC-004,SITE-02,544.3,25.4,4612
2025-04-28,WC-004,SITE-02,568.9,36.6,6921
2025-05-05,WC-004,SITE-02,527.9,11.2,4630
2025-05-12,WC-004,SITE-02,545.4,31.7,7268
2025-05-19,WC-004,SITE-02,547.0,15.5,3777
2025-05-26,WC-004,SITE-02,544.1,13.7,6222
2025-06-02,WC-004,SITE-02,566.1,25.9,4642
2025-06-09,WC-004,SITE-02,616.9,30.0,5370
2025-06-16,WC-004,SITE-02,570.4,32.5,4969
2025-06-23,WC-004,SITE-02,565.1,21.2,5603
2025-06-30,WC-004,SITE-02,600.5,59.4,8351
2025-07-07,WC-004,SITE-02,530.3,59.3,6819
2025-07-14,WC-004,SITE-02,599.6,12.8,7243
2025-07-21,WC-004,SITE-02,534.1,36.3,5173
2025-07-28,WC-004,SITE-02,583.4,53.5,3789
2025-08-04,WC-004,SITE-02,617.9,18.8,5569
2025-08-11,WC-004,SITE-02,591.3,56.9,5249
2025-08-18,WC-004,SITE-02,591.1,60.9,3667
2025-08-25,WC-004,SITE-02,564.7,45.0,3482
2025-09-01,WC-004,SITE-02,510.6,12.6,6677
2025-09-08,WC-004,SITE-02,569.8,21.5,5475
2025-09-15,WC-004,SITE-02,510.9,35.0,4085
2025-09-22,WC-004,SITE-02,574.8,14.0,7351
2025-09-29,WC-004,SITE-02,593.2,25.7,5107
2025-10-06,WC-004,SITE-02,537.7,19.5,5448
2025-10-13,WC-004,SITE-02,550.7,30.1,5864
2025-10-20,WC-004,SITE-02,578.1,26.3,5802
2025-10-27,WC-004,SITE-02,512.0,57.8,4808
2025-11-03,WC-004,SITE-02,553.9,32.6,4768
2025-11-10,WC-004,SITE-02,533.5,53.0,3613
2025-11-17,WC-004,SITE-02,604.6,17.9,5823
2025-11-24,WC-004,SITE-02,516.2,46.3,3684
2025-12-01,WC-004,SITE-02,568.7,47.6,7161
2025-12-08,WC-004,SITE-02,612.1,30.6,4529
2025-12-15,WC-004,SITE-02,522.6,46.2,5546
2025-12-22,WC-004,SITE-02,569.6,45.2,4102
2025-12-29,WC-004,SITE-02,575.8,22.7,4487
2026-01-05,WC-004,SITE-02,544.0,21.4,4572
2026-01-12,WC-004,SITE-02,534.5,44.0,3485
2026-01-19,WC-004,SITE-02,572.7,37.9,5065
2026-01-26,WC-004,SITE-02,510.9,49.5,6501
2026-02-02,WC-004,SITE-02,546.4,35.4,4831
2026-02-09,WC-004,SITE-02,522.2,39.2,5473
2026-02-16,WC-004,SITE-02,587.1,64.1,6051
2026-02-23,WC-004,SITE-02,579.5,22.0,5752
2026-03-02,WC-004,SITE-02,512.7,26.1,3437
2026-03-09,WC-004,SITE-02,584.0,18.5,5758
2026-03-16,WC-004,SITE-02,518.6,48.3,4407
2026-03-23,WC-004,SITE-02,546.5,13.0,6045
2026-03-30,WC-004,SITE-02,574.0,23.2,7062
2026-04-06,WC-004,SITE-02,575.1,20.1,4501
2026-04-13,WC-004,SITE-02,549.1,46.1,6322
2026-04-20,WC-004,SITE-02,565.9,65.6,3810
2026-04-27,WC-004,SITE-02,508.1,19.5,6034
2026-05-04,WC-004,SITE-02,512.5,15.8,5596
2026-05-11,WC-004,SITE-02,576.3,29.4,7485
2026-05-18,WC-004,SITE-02,566.2,13.9,7014
2026-05-25,WC-004,SITE-02,531.5,34.3,3518
2026-06-01,WC-004,SITE-02,544.0,42.5,6598
2026-06-08,WC-004,SITE-02,608.3,38.2,7303
2026-06-15,WC-004,SITE-02,603.6,65.6,7575
2026-06-22,WC-004,SITE-02,540.1,37.4,4706
2026-06-29,WC-004,SITE-02,578.0,36.1,5646
2026-07-06,WC-004,SITE-02,588.9,18.8,5583
2025-01-06,WC-005,SITE-02,514.4,37.3,4443
2025-01-13,WC-005,SITE-02,569.1,14.0,3738
2025-01-20,WC-005,SITE-02,571.5,20.5,6920
2025-01-27,WC-005,SITE-02,582.1,27.0,6927
2025-02-03,WC-005,SITE-02,559.2,39.6,4511
2025-02-10,WC-005,SITE-02,548.7,27.6,4578
2025-02-17,WC-005,SITE-02,501.9,60.1,3736
2025-02-24,WC-005,SITE-02,507.7,30.2,7006
2025-03-03,WC-005,SITE-02,591.3,37.3,4689
2025-03-10,WC-005,SITE-02,583.9,12.0,4260
2025-03-17,WC-005,SITE-02,506.2,26.2,6703
2025-03-24,WC-005,SITE-02,524.0,33.1,6743
2025-03-31,WC-005,SITE-02,539.3,38.5,3303
2025-04-07,WC-005,SITE-02,493.8,20.5,4191
2025-04-14,WC-005,SITE-02,591.2,51.3,6494
2025-04-21,WC-005,SITE-02,560.3,21.4,7128
2025-04-28,WC-005,SITE-02,543.4,57.8,3620
2025-05-05,WC-005,SITE-02,557.4,36.8,3869
2025-05-12,WC-005,SITE-02,506.5,23.5,5822
2025-05-19,WC-005,SITE-02,575.5,67.2,5729
2025-05-26,WC-005,SITE-02,577.9,66.0,5881
2025-06-02,WC-005,SITE-02,512.2,48.3,6133
2025-06-09,WC-005,SITE-02,598.6,13.4,6940
2025-06-16,WC-005,SITE-02,568.6,58.2,7286
2025-06-23,WC-005,SITE-02,563.1,58.2,6543
2025-06-30,WC-005,SITE-02,528.3,12.9,6248
2025-07-07,WC-005,SITE-02,589.2,31.8,7981
2025-07-14,WC-005,SITE-02,507.3,11.5,3642
2025-07-21,WC-005,SITE-02,522.0,52.3,4853
2025-07-28,WC-005,SITE-02,551.9,52.7,6838
2025-08-04,WC-005,SITE-02,580.3,54.1,4035
2025-08-11,WC-005,SITE-02,593.3,37.4,7705
2025-08-18,WC-005,SITE-02,502.5,34.8,6766
2025-08-25,WC-005,SITE-02,522.1,19.1,6590
2025-09-01,WC-005,SITE-02,564.0,23.2,4970
2025-09-08,WC-005,SITE-02,547.8,53.6,3662
2025-09-15,WC-005,SITE-02,540.8,61.1,7518
2025-09-22,WC-005,SITE-02,497.6,22.5,5371
2025-09-29,WC-005,SITE-02,562.4,42.5,6239
2025-10-06,WC-005,SITE-02,581.2,18.3,5422
2025-10-13,WC-005,SITE-02,585.1,60.5,7981
2025-10-20,WC-005,SITE-02,537.2,14.9,3768
2025-10-27,WC-005,SITE-02,519.6,38.9,7039
2025-11-03,WC-005,SITE-02,545.9,42.1,3451
2025-11-10,WC-005,SITE-02,546.7,51.9,6112
2025-11-17,WC-005,SITE-02,581.1,58.4,7209
2025-11-24,WC-005,SITE-02,500.3,54.4,5592
2025-12-01,WC-005,SITE-02,577.0,29.6,6275
2025-12-08,WC-005,SITE-02,493.2,33.4,3346
2025-12-15,WC-005,SITE-02,533.9,10.7,7267
2025-12-22,WC-005,SITE-02,582.1,69.4,5436
2025-12-29,WC-005,SITE-02,589.1,20.7,7457
2026-01-05,WC-005,SITE-02,567.7,22.8,7538
2026-01-12,WC-005,SITE-02,551.8,64.2,4125
2026-01-19,WC-005,SITE-02,596.1,55.8,3588
2026-01-26,WC-005,SITE-02,544.0,21.2,6302
2026-02-02,WC-005,SITE-02,555.5,16.8,7066
2026-02-09,WC-005,SITE-02,584.3,58.9,4208
2026-02-16,WC-005,SITE-02,563.4,60.1,6853
2026-02-23,WC-005,SITE-02,498.0,46.5,5076
2026-03-02,WC-005,SITE-02,588.7,60.9,6289
2026-03-09,WC-005,SITE-02,560.9,54.8,4089
2026-03-16,WC-005,SITE-02,538.9,55.7,6246
2026-03-23,WC-005,SITE-02,590.4,34.8,7187
2026-03-30,WC-005,SITE-02,556.2,38.1,5044
2026-04-06,WC-005,SITE-02,554.2,61.9,4232
2026-04-13,WC-005,SITE-02,575.1,37.9,4268
2026-04-20,WC-005,SITE-02,492.7,32.7,6281
2026-04-27,WC-005,SITE-02,517.0,34.9,5978
2026-05-04,WC-005,SITE-02,550.8,51.1,4694
2026-05-11,WC-005,SITE-02,595.0,25.4,5997
2026-05-18,WC-005,SITE-02,507.7,20.0,4563
2026-05-25,WC-005,SITE-02,588.2,56.4,7391
2026-06-01,WC-005,SITE-02,597.9,13.0,7446
2026-06-08,WC-005,SITE-02,508.9,35.1,3855
2026-06-15,WC-005,SITE-02,495.0,36.5,6313
2026-06-22,WC-005,SITE-02,552.0,43.3,6243
2026-06-29,WC-005,SITE-02,547.5,40.7,3910
2026-07-06,WC-005,SITE-02,529.5,27.1,5904
2025-01-06,WC-006,SITE-02,353.8,28.8,3367
2025-01-13,WC-006,SITE-02,388.3,16.9,3108
2025-01-20,WC-006,SITE-02,343.8,39.3,2641
2025-01-27,WC-006,SITE-02,350.2,24.3,3645
2025-02-03,WC-006,SITE-02,361.3,14.1,4474
2025-02-10,WC-006,SITE-02,358.8,28.3,4790
2025-02-17,WC-006,SITE-02,372.5,18.1,3137
2025-02-24,WC-006,SITE-02,334.8,8.7,3781
2025-03-03,WC-006,SITE-02,366.7,9.3,4312
2025-03-10,WC-006,SITE-02,372.7,40.7,4611
2025-03-17,WC-006,SITE-02,344.0,40.9,3440
2025-03-24,WC-006,SITE-02,335.8,33.4,4299
2025-03-31,WC-006,SITE-02,355.4,41.8,4582
2025-04-07,WC-006,SITE-02,351.4,37.4,2982
2025-04-14,WC-006,SITE-02,368.6,17.1,2887
2025-04-21,WC-006,SITE-02,354.3,19.7,3911
2025-04-28,WC-006,SITE-02,394.6,32.2,3300
2025-05-05,WC-006,SITE-02,360.4,11.1,3048
2025-05-12,WC-006,SITE-02,392.3,33.5,4335
2025-05-19,WC-006,SITE-02,358.7,26.9,4189
2025-05-26,WC-006,SITE-02,346.3,9.2,4588
2025-06-02,WC-006,SITE-02,393.9,15.6,3286
2025-06-09,WC-006,SITE-02,372.1,11.7,2919
2025-06-16,WC-006,SITE-02,394.1,19.7,5487
2025-06-23,WC-006,SITE-02,336.8,11.7,2062
2025-06-30,WC-006,SITE-02,393.0,44.9,4806
2025-07-07,WC-006,SITE-02,398.5,30.9,4475
2025-07-14,WC-006,SITE-02,341.1,10.4,3079
2025-07-21,WC-006,SITE-02,334.9,37.0,4592
2025-07-28,WC-006,SITE-02,378.9,39.9,4502
2025-08-04,WC-006,SITE-02,356.2,18.1,3360
2025-08-11,WC-006,SITE-02,374.8,41.2,3044
2025-08-18,WC-006,SITE-02,380.3,19.8,4130
2025-08-25,WC-006,SITE-02,383.4,42.1,4335
2025-09-01,WC-006,SITE-02,342.8,18.1,4276
2025-09-08,WC-006,SITE-02,388.9,32.6,3955
2025-09-15,WC-006,SITE-02,357.8,13.8,2571
2025-09-22,WC-006,SITE-02,368.3,36.9,3430
2025-09-29,WC-006,SITE-02,353.8,28.5,4861
2025-10-06,WC-006,SITE-02,364.2,15.8,4507
2025-10-13,WC-006,SITE-02,356.5,39.8,3128
2025-10-20,WC-006,SITE-02,375.8,22.9,2921
2025-10-27,WC-006,SITE-02,344.8,22.6,3147
2025-11-03,WC-006,SITE-02,329.6,38.0,4354
2025-11-10,WC-006,SITE-02,384.2,22.5,4189
2025-11-17,WC-006,SITE-02,378.9,43.0,4928
2025-11-24,WC-006,SITE-02,331.6,16.4,2646
2025-12-01,WC-006,SITE-02,333.2,14.9,2673
2025-12-08,WC-006,SITE-02,348.7,29.4,4463
2025-12-15,WC-006,SITE-02,335.2,22.0,2786
2025-12-22,WC-006,SITE-02,342.2,11.5,4086
2025-12-29,WC-006,SITE-02,341.3,9.1,4457
2026-01-05,WC-006,SITE-02,396.9,9.9,3949
2026-01-12,WC-006,SITE-02,381.7,32.2,3773
2026-01-19,WC-006,SITE-02,340.6,17.4,2823
2026-01-26,WC-006,SITE-02,391.3,28.4,2921
2026-02-02,WC-006,SITE-02,387.9,34.1,2456
2026-02-09,WC-006,SITE-02,392.3,24.0,3682
2026-02-16,WC-006,SITE-02,351.1,10.1,2584
2026-02-23,WC-006,SITE-02,376.0,10.0,5221
2026-03-02,WC-006,SITE-02,394.8,9.3,5224
2026-03-09,WC-006,SITE-02,392.1,32.4,2583
2026-03-16,WC-006,SITE-02,366.7,24.2,5025
2026-03-23,WC-006,SITE-02,382.9,30.8,3702
2026-03-30,WC-006,SITE-02,332.1,12.2,4389
2026-04-06,WC-006,SITE-02,375.4,14.4,3087
2026-04-13,WC-006,SITE-02,346.8,30.3,4631
2026-04-20,WC-006,SITE-02,385.4,17.5,3832
2026-04-27,WC-006,SITE-02,342.0,13.2,3087
2026-05-04,WC-006,SITE-02,339.4,26.8,3660
2026-05-11,WC-006,SITE-02,356.7,38.1,4379
2026-05-18,WC-006,SITE-02,346.8,24.4,4100
2026-05-25,WC-006,SITE-02,360.3,27.4,3432
2026-06-01,WC-006,SITE-02,355.2,32.8,3260
2026-06-08,WC-006,SITE-02,364.0,9.3,3302
2026-06-15,WC-006,SITE-02,360.8,11.2,4854
2026-06-22,WC-006,SITE-02,331.0,25.2,3918
2026-06-29,WC-006,SITE-02,336.5,14.2,2483
2026-07-06,WC-006,SITE-02,353.7,15.6,3969
2025-01-06,WC-007,SITE-03,501.9,12.2,5658
2025-01-13,WC-007,SITE-03,530.8,39.4,4558
2025-01-20,WC-007,SITE-03,530.6,18.8,5112
2025-01-27,WC-007,SITE-03,492.5,27.9,3380
2025-02-03,WC-007,SITE-03,494.1,43.2,4790
