WeekStart,WorkCenterID,SiteID,UnitsProduced,UnitsScrapped,ScrapPct,ScrapCostUSD
2026-01-19,WC-001,SITE-01,5985,132,2.22,2378.34
2026-01-26,WC-001,SITE-01,3576,91,2.55,5171.11
2026-02-02,WC-001,SITE-01,3195,66,2.09,1477.77
2026-02-09,WC-001,SITE-01,5876,130,2.22,7512.08
2026-02-16,WC-001,SITE-01,5143,124,2.43,6909.42
2026-02-23,WC-001,SITE-01,4546,99,2.19,3990.91
2026-03-02,WC-001,SITE-01,5824,113,1.95,4870.62
2026-03-09,WC-001,SITE-01,5662,110,1.95,3819.52
2026-03-16,WC-001,SITE-01,5729,139,2.44,7991.78
2026-03-23,WC-001,SITE-01,6087,155,2.56,8496.91
2026-03-30,WC-001,SITE-01,3834,95,2.48,1976.69
2026-04-06,WC-001,SITE-01,5582,111,2.0,4559.75
2026-04-13,WC-001,SITE-01,5704,129,2.27,4560.13
2026-04-20,WC-001,SITE-01,5521,107,1.95,3110.59
2026-04-27,WC-001,SITE-01,5012,98,1.96,5233.55
2026-05-04,WC-001,SITE-01,4037,101,2.52,4963.52
2026-05-11,WC-001,SITE-01,3895,83,2.14,2274.94
2026-05-18,WC-001,SITE-01,6185,134,2.17,6686.9
2026-05-25,WC-001,SITE-01,3979,79,1.99,4450.1
2026-06-01,WC-001,SITE-01,6148,143,2.33,7663.2
2026-06-08,WC-001,SITE-01,5246,104,2.0,5401.15
2026-06-15,WC-001,SITE-01,4009,98,2.46,3924.21
2026-06-22,WC-001,SITE-01,3086,61,1.98,2978.13
2026-06-29,WC-001,SITE-01,6206,134,2.17,4951.97
2026-07-06,WC-001,SITE-01,5897,129,2.19,2524.65
2025-01-06,WC-002,SITE-01,3369,93,2.78,3178.99
2025-01-13,WC-002,SITE-01,4326,96,2.23,1853.22
2025-01-20,WC-002,SITE-01,4890,132,2.7,5681.08
2025-01-27,WC-002,SITE-01,5232,121,2.33,2465.44
2025-02-03,WC-002,SITE-01,4980,116,2.33,2444.5
2025-02-10,WC-002,SITE-01,3510,90,2.59,2106.55
2025-02-17,WC-002,SITE-01,3059,74,2.42,4432.61
2025-02-24,WC-002,SITE-01,3760,93,2.48,1714.65
2025-03-03,WC-002,SITE-01,4477,122,2.73,2451.64
2025-03-10,WC-002,SITE-01,2948,74,2.53,3425.77
2025-03-17,WC-002,SITE-01,2420,69,2.87,2993.52
2025-03-24,WC-002,SITE-01,4244,106,2.52,2476.72
2025-03-31,WC-002,SITE-01,4877,110,2.26,5171.72
2025-04-07,WC-002,SITE-01,3469,94,2.72,3249.08
2025-04-14,WC-002,SITE-01,4908,135,2.77,3537.7
2025-04-21,WC-002,SITE-01,4498,107,2.39,5289.94
2025-04-28,WC-002,SITE-01,3744,95,2.56,2096.92
2025-05-05,WC-002,SITE-01,3405,75,2.21,4229.63
2025-05-12,WC-002,SITE-01,4163,100,2.41,5676.55
2025-05-19,WC-002,SITE-01,3055,80,2.62,2549.1
2025-05-26,WC-002,SITE-01,2720,78,2.88,4244.99
2025-06-02,WC-002,SITE-01,2687,73,2.73,3043.55
2025-06-09,WC-002,SITE-01,4175,102,2.45,4067.9
2025-06-16,WC-002,SITE-01,3383,88,2.63,3447.82
2025-06-23,WC-002,SITE-01,2788,81,2.91,3219.89
2025-06-30,WC-002,SITE-01,5240,117,2.25,6619.02
2025-07-07,WC-002,SITE-01,2999,69,2.31,2002.55
2025-07-14,WC-002,SITE-01,3687,99,2.69,3712.34
2025-07-21,WC-002,SITE-01,3757,97,2.59,2744.85
2025-07-28,WC-002,SITE-01,3545,103,2.91,5601.13
2025-08-04,WC-002,SITE-01,3801,100,2.64,4504.79
2025-08-11,WC-002,SITE-01,3737,108,2.9,3972.7
2025-08-18,WC-002,SITE-01,3448,97,2.83,2777.49
2025-08-25,WC-002,SITE-01,2818,80,2.87,4130.86
2025-09-01,WC-002,SITE-01,4610,122,2.66,6803.26
2025-09-08,WC-002,SITE-01,2969,84,2.85,2983.39
2025-09-15,WC-002,SITE-01,3919,100,2.57,2360.09
2025-09-22,WC-002,SITE-01,3753,82,2.21,2427.18
2025-09-29,WC-002,SITE-01,2693,66,2.47,2520.12
2025-10-06,WC-002,SITE-01,4320,127,2.94,6361.37
2025-10-13,WC-002,SITE-01,4602,110,2.41,2749.23
2025-10-20,WC-002,SITE-01,3057,84,2.75,1612.05
2025-10-27,WC-002,SITE-01,2954,84,2.86,4444.1
2025-11-03,WC-002,SITE-01,2766,73,2.64,1759.5
2025-11-10,WC-002,SITE-01,3445,97,2.82,5625.79
2025-11-17,WC-002,SITE-01,4288,126,2.94,5657.9
2025-11-24,WC-002,SITE-01,4751,129,2.72,3861.09
2025-12-01,WC-002,SITE-01,3560,90,2.54,4716.02
2025-12-08,WC-002,SITE-01,3225,79,2.45,2492.1
2025-12-15,WC-002,SITE-01,2806,70,2.51,3305.78
2025-12-22,WC-002,SITE-01,4508,105,2.33,3481.43
2025-12-29,WC-002,SITE-01,2830,79,2.8,4279.02
2026-01-05,WC-002,SITE-01,2618,63,2.42,1387.72
2026-01-12,WC-002,SITE-01,3833,104,2.73,4740.51
2026-01-19,WC-002,SITE-01,2287,72,3.16,2013.9
2026-01-26,WC-002,SITE-01,4856,133,2.75,4091.02
2026-02-02,WC-002,SITE-01,4248,117,2.77,5908.98
2026-02-09,WC-002,SITE-01,4663,139,2.99,5821.47
2026-02-16,WC-002,SITE-01,3514,101,2.9,6023.26
2026-02-23,WC-002,SITE-01,4590,137,3.0,7123.22
2026-03-02,WC-002,SITE-01,3030,103,3.43,3442.42
2026-03-09,WC-002,SITE-01,2197,78,3.59,1905.3
2026-03-16,WC-002,SITE-01,2518,98,3.92,4201.07
2026-03-23,WC-002,SITE-01,3886,155,4.0,6510.06
2026-03-30,WC-002,SITE-01,3988,137,3.45,3457.04
2026-04-06,WC-002,SITE-01,3801,151,3.99,4370.28
2026-04-13,WC-002,SITE-01,3450,122,3.54,3014.7
2026-04-20,WC-002,SITE-01,3036,120,3.98,6680.39
2026-04-27,WC-002,SITE-01,2717,104,3.84,6097.35
2026-05-04,WC-002,SITE-01,4312,183,4.26,6530.16
2026-05-11,WC-002,SITE-01,4309,194,4.51,9368.37
2026-05-18,WC-002,SITE-01,4852,206,4.26,12164.29
2026-05-25,WC-002,SITE-01,3807,156,4.11,8059.6
2026-06-01,WC-002,SITE-01,4412,190,4.32,10954.88
2026-06-08,WC-002,SITE-01,3580,163,4.57,8717.53
2026-06-15,WC-002,SITE-01,2420,111,4.62,2220.49
2026-06-22,WC-002,SITE-01,2583,127,4.95,3030.95
2026-06-29,WC-002,SITE-01,2750,131,4.77,6959.57
2026-07-06,WC-002,SITE-01,3356,178,5.33,10167.04
2025-01-06,WC-003,SITE-01,6141,92,1.5,1788.28
2025-01-13,WC-003,SITE-01,5240,78,1.49,3474.98
2025-01-20,WC-003,SITE-01,7181,101,1.41,5939.19
2025-01-27,WC-003,SITE-01,3959,46,1.17,881.88
2025-02-03,WC-003,SITE-01,5118,67,1.32,2667.09
2025-02-10,WC-003,SITE-01,8190,113,1.38,4984.41
2025-02-17,WC-003,SITE-01,4109,62,1.51,1820.85
2025-02-24,WC-003,SITE-01,5253,60,1.16,3487.96
2025-03-03,WC-003,SITE-01,4248,56,1.33,2408.97
2025-03-10,WC-003,SITE-01,6702,88,1.32,4741.76
2025-03-17,WC-003,SITE-01,3647,52,1.43,1489.96
2025-03-24,WC-003,SITE-01,7477,89,1.2,3449.27
2025-03-31,WC-003,SITE-01,3721,46,1.24,1557.57
2025-04-07,WC-003,SITE-01,8508,119,1.4,4287.37
2025-04-14,WC-003,SITE-01,7610,100,1.32,3032.23
2025-04-21,WC-003,SITE-01,6619,93,1.41,1769.62
2025-04-28,WC-003,SITE-01,5377,80,1.5,3904.7
2025-05-05,WC-003,SITE-01,5746,88,1.54,4207.45
2025-05-12,WC-003,SITE-01,4108,51,1.26,2825.42
2025-05-19,WC-003,SITE-01,4623,60,1.3,2050.07
2025-05-26,WC-003,SITE-01,5440,82,1.52,2143.9
2025-06-02,WC-003,SITE-01,7728,106,1.38,5616.07
2025-06-09,WC-003,SITE-01,3687,53,1.46,1018.07
2025-06-16,WC-003,SITE-01,4988,72,1.46,3202.09
2025-06-23,WC-003,SITE-01,5926,89,1.51,2447.98
2025-06-30,WC-003,SITE-01,4344,61,1.41,3073.01
2025-07-07,WC-003,SITE-01,3703,49,1.33,2390.08
2025-07-14,WC-003,SITE-01,9067,116,1.29,3423.44
2025-07-21,WC-003,SITE-01,7897,94,1.2,3851.2
2025-07-28,WC-003,SITE-01,7209,88,1.23,2091.7
2025-08-04,WC-003,SITE-01,7215,112,1.56,6574.84
2025-08-11,WC-003,SITE-01,5441,74,1.37,4272.98
2025-08-18,WC-003,SITE-01,6603,87,1.33,1779.18
2025-08-25,WC-003,SITE-01,5302,74,1.41,1978.92
2025-09-01,WC-003,SITE-01,7385,93,1.27,3904.85
2025-09-08,WC-003,SITE-01,6836,101,1.48,3196.66
2025-09-15,WC-003,SITE-01,4207,61,1.47,1580.48
2025-09-22,WC-003,SITE-01,4456,66,1.49,1870.99
2025-09-29,WC-003,SITE-01,4719,70,1.5,3008.72
2025-10-06,WC-003,SITE-01,4250,51,1.2,1627.67
2025-10-13,WC-003,SITE-01,4361,67,1.54,1593.24
2025-10-20,WC-003,SITE-01,3565,46,1.31,1962.55
2025-10-27,WC-003,SITE-01,6772,92,1.37,1969.8
2025-11-03,WC-003,SITE-01,5486,65,1.2,2129.24
2025-11-10,WC-003,SITE-01,6857,93,1.37,3491.38
2025-11-17,WC-003,SITE-01,5063,77,1.53,4353.36
2025-11-24,WC-003,SITE-01,3525,48,1.37,2487.5
2025-12-01,WC-003,SITE-01,5229,72,1.39,3825.04
2025-12-08,WC-003,SITE-01,8054,124,1.55,4825.82
2025-12-15,WC-003,SITE-01,5765,81,1.42,2645.28
2025-12-22,WC-003,SITE-01,6950,102,1.48,4330.95
2025-12-29,WC-003,SITE-01,8157,119,1.46,4791.09
2026-01-05,WC-003,SITE-01,8361,112,1.35,4623.14
2026-01-12,WC-003,SITE-01,6470,79,1.23,2184.56
2026-01-19,WC-003,SITE-01,4405,58,1.32,2014.9
2026-01-26,WC-003,SITE-01,3938,56,1.43,1911.68
2026-02-02,WC-003,SITE-01,8665,114,1.32,6103.39
2026-02-09,WC-003,SITE-01,6734,83,1.24,1644.62
2026-02-16,WC-003,SITE-01,7969,116,1.46,5222.26
2026-02-23,WC-003,SITE-01,4267,50,1.19,1715.91
2026-03-02,WC-003,SITE-01,7008,103,1.48,2558.49
2026-03-09,WC-003,SITE-01,5878,80,1.37,3580.51
2026-03-16,WC-003,SITE-01,5659,71,1.27,1827.02
2026-03-23,WC-003,SITE-01,6860,83,1.21,3134.56
2026-03-30,WC-003,SITE-01,5152,75,1.47,1904.36
2026-04-06,WC-003,SITE-01,4759,55,1.17,1268.85
2026-04-13,WC-003,SITE-01,5259,70,1.34,2249.65
2026-04-20,WC-003,SITE-01,6250,91,1.46,3965.87
2026-04-27,WC-003,SITE-01,6367,85,1.35,1881.09
2026-05-04,WC-003,SITE-01,8264,121,1.47,6800.58
2026-05-11,WC-003,SITE-01,6351,81,1.29,1804.49
2026-05-18,WC-003,SITE-01,5481,76,1.4,3097.95
2026-05-25,WC-003,SITE-01,5602,81,1.46,3070.39
2026-06-01,WC-003,SITE-01,8077,98,1.22,5263.45
2026-06-08,WC-003,SITE-01,5760,67,1.17,3855.68
2026-06-15,WC-003,SITE-01,5768,87,1.52,3990.17
2026-06-22,WC-003,SITE-01,4216,55,1.32,3229.42
2026-06-29,WC-003,SITE-01,5635,73,1.3,3766.5
2026-07-06,WC-003,SITE-01,5835,86,1.49,1961.07
2025-01-06,WC-004,SITE-02,6241,193,3.1,8948.63
2025-01-13,WC-004,SITE-02,6344,182,2.87,10163.54
2025-01-20,WC-004,SITE-02,4335,127,2.94,7237.92
2025-01-27,WC-004,SITE-02,3747,98,2.64,4335.78
2025-02-03,WC-004,SITE-02,5960,185,3.11,5945.24
2025-02-10,WC-004,SITE-02,6594,164,2.49,8150.9
2025-02-17,WC-004,SITE-02,4379,113,2.6,2291.99
2025-02-24,WC-004,SITE-02,5989,174,2.92,4835.45
2025-03-03,WC-004,SITE-02,6807,179,2.64,7037.2
2025-03-10,WC-004,SITE-02,5793,158,2.74,5530.17
2025-03-17,WC-004,SITE-02,5106,133,2.61,7054.65
2025-03-24,WC-004,SITE-02,7020,193,2.75,8064.17
2025-03-31,WC-004,SITE-02,5726,143,2.5,8406.2
2025-04-07,WC-004,SITE-02,6368,163,2.56,3059.27
2025-04-14,WC-004,SITE-02,4010,112,2.8,2098.82
2025-04-21,WC-004,SITE-02,4612,112,2.44,4748.11
2025-04-28,WC-004,SITE-02,6921,193,2.79,11056.93
2025-05-05,WC-004,SITE-02,4630,121,2.63,7219.43
2025-05-12,WC-004,SITE-02,7268,216,2.98,11453.11
2025-05-19,WC-004,SITE-02,3777,104,2.77,4090.65
2025-05-26,WC-004,SITE-02,6222,162,2.61,7200.02
2025-06-02,WC-004,SITE-02,4642,134,2.9,6426.89
2025-06-09,WC-004,SITE-02,5370,144,2.69,8244.93
2025-06-16,WC-004,SITE-02,4969,135,2.72,4367.71
2025-06-23,WC-004,SITE-02,5603,140,2.51,4548.77
2025-06-30,WC-004,SITE-02,8351,237,2.84,13109.07
2025-07-07,WC-004,SITE-02,6819,204,3.0,5295.65
2025-07-14,WC-004,SITE-02,7243,204,2.82,7942.7
2025-07-21,WC-004,SITE-02,5173,155,3.01,3216.82
2025-07-28,WC-004,SITE-02,3789,101,2.69,3704.67
2025-08-04,WC-004,SITE-02,5569,170,3.07,7878.61
2025-08-11,WC-004,SITE-02,5249,148,2.83,4068.17
2025-08-18,WC-004,SITE-02,3667,101,2.78,2981.71
2025-08-25,WC-004,SITE-02,3482,90,2.61,2954.02
2025-09-01,WC-004,SITE-02,6677,173,2.6,3295.0
2025-09-08,WC-004,SITE-02,5475,171,3.13,8767.99
2025-09-15,WC-004,SITE-02,4085,104,2.56,5370.7
2025-09-22,WC-004,SITE-02,7351,189,2.58,9992.44
2025-09-29,WC-004,SITE-02,5107,124,2.43,2766.33
2025-10-06,WC-004,SITE-02,5448,169,3.11,6460.45
2025-10-13,WC-004,SITE-02,5864,166,2.84,6667.96
2025-10-20,WC-004,SITE-02,5802,140,2.43,7770.64
2025-10-27,WC-004,SITE-02,4808,120,2.51,6279.56
2025-11-03,WC-004,SITE-02,4768,130,2.73,6065.16
2025-11-10,WC-004,SITE-02,3613,88,2.45,3951.97
2025-11-17,WC-004,SITE-02,5823,141,2.43,7449.96
2025-11-24,WC-004,SITE-02,3684,86,2.36,4742.99
2025-12-01,WC-004,SITE-02,7161,215,3.01,5083.42
2025-12-08,WC-004,SITE-02,4529,131,2.91,4472.32
2025-12-15,WC-004,SITE-02,5546,165,2.99,4288.05
2025-12-22,WC-004,SITE-02,4102,109,2.68,2640.08
2025-12-29,WC-004,SITE-02,4487,114,2.55,6735.62
2026-01-05,WC-004,SITE-02,4572,128,2.82,4144.36
2026-01-12,WC-004,SITE-02,3485,83,2.41,1731.66
2026-01-19,WC-004,SITE-02,5065,132,2.61,7241.41
2026-01-26,WC-004,SITE-02,6501,203,3.13,6703.82
2026-02-02,WC-004,SITE-02,4831,136,2.83,2744.01
2026-02-09,WC-004,SITE-02,5473,142,2.6,4811.45
2026-02-16,WC-004,SITE-02,6051,174,2.89,8287.67
2026-02-23,WC-004,SITE-02,5752,140,2.45,4133.15
2026-03-02,WC-004,SITE-02,3437,104,3.03,3479.23
2026-03-09,WC-004,SITE-02,5758,166,2.89,7101.68
2026-03-16,WC-004,SITE-02,4407,110,2.5,5286.4
2026-03-23,WC-004,SITE-02,6045,178,2.95,3459.96
2026-03-30,WC-004,SITE-02,7062,217,3.08,4811.85
2026-04-06,WC-004,SITE-02,4501,110,2.46,4872.87
2026-04-13,WC-004,SITE-02,6322,167,2.65,9981.31
2026-04-20,WC-004,SITE-02,3810,114,3.01,3113.09
2026-04-27,WC-004,SITE-02,6034,177,2.94,9449.02
2026-05-04,WC-004,SITE-02,5596,164,2.94,6130.68
2026-05-11,WC-004,SITE-02,7485,205,2.75,9713.9
2026-05-18,WC-004,SITE-02,7014,217,3.1,11638.4
2026-05-25,WC-004,SITE-02,3518,104,2.98,2586.7
2026-06-01,WC-004,SITE-02,6598,183,2.78,5896.65
2026-06-08,WC-004,SITE-02,7303,220,3.02,11656.54
2026-06-15,WC-004,SITE-02,7575,206,2.72,10890.84
2026-06-22,WC-004,SITE-02,4706,118,2.51,6982.74
2026-06-29,WC-004,SITE-02,5646,145,2.57,3945.51
2026-07-06,WC-004,SITE-02,5583,156,2.81,8363.19
2025-01-06,WC-005,SITE-02,4443,103,2.32,2107.4
2025-01-13,WC-005,SITE-02,3738,84,2.25,4430.15
2025-01-20,WC-005,SITE-02,6920,202,2.92,11160.89
2025-01-27,WC-005,SITE-02,6927,202,2.93,6557.61
2025-02-03,WC-005,SITE-02,4511,129,2.86,5951.43
2025-02-10,WC-005,SITE-02,4578,120,2.64,2913.42
2025-02-17,WC-005,SITE-02,3736,100,2.69,2010.47
2025-02-24,WC-005,SITE-02,7006,173,2.48,4160.12
2025-03-03,WC-005,SITE-02,4689,124,2.66,4941.68
2025-03-10,WC-005,SITE-02,4260,123,2.9,6631.71
2025-03-17,WC-005,SITE-02,6703,164,2.45,5344.26
2025-03-24,WC-005,SITE-02,6743,183,2.72,3947.58
2025-03-31,WC-005,SITE-02,3303,84,2.57,2714.21
2025-04-07,WC-005,SITE-02,4191,121,2.89,4677.15
2025-04-14,WC-005,SITE-02,6494,179,2.77,10256.07
2025-04-21,WC-005,SITE-02,7128,207,2.91,9610.06
2025-04-28,WC-005,SITE-02,3620,85,2.36,3175.41
2025-05-05,WC-005,SITE-02,3869,110,2.85,5847.66
2025-05-12,WC-005,SITE-02,5822,159,2.74,7010.79
2025-05-19,WC-005,SITE-02,5729,160,2.8,5920.31
2025-05-26,WC-005,SITE-02,5881,171,2.91,7226.86
2025-06-02,WC-005,SITE-02,6133,178,2.91,4281.17
2025-06-09,WC-005,SITE-02,6940,174,2.51,4307.05
2025-06-16,WC-005,SITE-02,7286,203,2.79,9574.36
2025-06-23,WC-005,SITE-02,6543,143,2.19,3646.64
2025-06-30,WC-005,SITE-02,6248,182,2.92,8962.68
2025-07-07,WC-005,SITE-02,7981,215,2.7,7087.96
2025-07-14,WC-005,SITE-02,3642,81,2.24,4222.07
2025-07-21,WC-005,SITE-02,4853,107,2.22,4839.5
2025-07-28,WC-005,SITE-02,6838,175,2.57,7940.22
2025-08-04,WC-005,SITE-02,4035,107,2.66,6345.7
2025-08-11,WC-005,SITE-02,7705,179,2.33,8013.54
2025-08-18,WC-005,SITE-02,6766,159,2.36,3133.7
2025-08-25,WC-005,SITE-02,6590,159,2.42,5603.63
2025-09-01,WC-005,SITE-02,4970,112,2.27,6269.68
2025-09-08,WC-005,SITE-02,3662,93,2.55,4648.85
2025-09-15,WC-005,SITE-02,7518,196,2.62,7546.84
2025-09-22,WC-005,SITE-02,5371,120,2.25,6117.17
2025-09-29,WC-005,SITE-02,6239,152,2.44,7957.69
2025-10-06,WC-005,SITE-02,5422,153,2.84,6344.74
2025-10-13,WC-005,SITE-02,7981,177,2.22,7428.4
2025-10-20,WC-005,SITE-02,3768,108,2.87,5734.98
2025-10-27,WC-005,SITE-02,7039,185,2.63,6663.08
2025-11-03,WC-005,SITE-02,3451,89,2.6,4894.08
2025-11-10,WC-005,SITE-02,6112,135,2.21,4764.86
2025-11-17,WC-005,SITE-02,7209,175,2.43,5043.75
2025-11-24,WC-005,SITE-02,5592,148,2.66,7646.43
2025-12-01,WC-005,SITE-02,6275,161,2.58,7613.97
2025-12-08,WC-005,SITE-02,3346,86,2.59,5048.66
2025-12-15,WC-005,SITE-02,7267,182,2.51,6521.28
2025-12-22,WC-005,SITE-02,5436,151,2.79,3735.89
2025-12-29,WC-005,SITE-02,7457,190,2.56,10637.71
2026-01-05,WC-005,SITE-02,7538,208,2.77,11485.03
2026-01-12,WC-005,SITE-02,4125,94,2.3,2065.77
2026-01-19,WC-005,SITE-02,3588,83,2.33,4041.66
2026-01-26,WC-005,SITE-02,6302,172,2.74,3337.64
2026-02-02,WC-005,SITE-02,7066,174,2.47,7894.91
2026-02-09,WC-005,SITE-02,4208,112,2.68,6234.68
2026-02-16,WC-005,SITE-02,6853,195,2.85,4319.08
2026-02-23,WC-005,SITE-02,5076,128,2.54,6820.01
2026-03-02,WC-005,SITE-02,6289,157,2.51,6327.77
2026-03-09,WC-005,SITE-02,4089,108,2.65,5414.18
2026-03-16,WC-005,SITE-02,6246,148,2.37,6786.7
2026-03-23,WC-005,SITE-02,7187,186,2.6,8732.53
2026-03-30,WC-005,SITE-02,5044,122,2.43,3939.77
2026-04-06,WC-005,SITE-02,4232,93,2.21,5076.39
2026-04-13,WC-005,SITE-02,4268,118,2.78,5512.23
2026-04-20,WC-005,SITE-02,6281,175,2.79,7803.64
2026-04-27,WC-005,SITE-02,5978,150,2.51,8712.64
2026-05-04,WC-005,SITE-02,4694,128,2.73,4392.12
2026-05-11,WC-005,SITE-02,5997,130,2.18,7569.42
2026-05-18,WC-005,SITE-02,4563,104,2.29,1963.29
2026-05-25,WC-005,SITE-02,7391,180,2.44,6975.48
2026-06-01,WC-005,SITE-02,7446,171,2.3,4592.53
2026-06-08,WC-005,SITE-02,3855,93,2.43,3789.52
2026-06-15,WC-005,SITE-02,6313,138,2.19,6086.17
2026-06-22,WC-005,SITE-02,6243,164,2.64,3953.44
2026-06-29,WC-005,SITE-02,3910,96,2.47,3168.72
2026-07-06,WC-005,SITE-02,5904,159,2.71,3049.82
2025-01-06,WC-006,SITE-02,3367,58,1.74,2356.47
2025-01-13,WC-006,SITE-02,3108,59,1.93,1592.73
2025-01-20,WC-006,SITE-02,2641,55,2.11,3046.43
2025-01-27,WC-006,SITE-02,3645,75,2.08,2249.44
2025-02-03,WC-006,SITE-02,4474,88,1.97,4582.64
2025-02-10,WC-006,SITE-02,4790,94,1.98,2475.4
2025-02-17,WC-006,SITE-02,3137,64,2.05,3000.47
2025-02-24,WC-006,SITE-02,3781,66,1.77,3327.41
2025-03-03,WC-006,SITE-02,4312,77,1.8,2521.95
2025-03-10,WC-006,SITE-02,4611,89,1.95,4140.8
2025-03-17,WC-006,SITE-02,3440,72,2.1,3523.32
2025-03-24,WC-006,SITE-02,4299,88,2.05,5046.09
2025-03-31,WC-006,SITE-02,4582,94,2.07,4801.39
2025-04-07,WC-006,SITE-02,2982,64,2.15,1234.24
2025-04-14,WC-006,SITE-02,2887,51,1.78,1815.83
2025-04-21,WC-006,SITE-02,3911,76,1.95,1827.54
2025-04-28,WC-006,SITE-02,3300,63,1.93,2122.22
2025-05-05,WC-006,SITE-02,3048,52,1.72,2756.39
2025-05-12,WC-006,SITE-02,4335,71,1.64,3418.91
2025-05-19,WC-006,SITE-02,4189,72,1.73,2323.81
2025-05-26,WC-006,SITE-02,4588,83,1.81,4434.41
2025-06-02,WC-006,SITE-02,3286,65,2.0,3477.2
2025-06-09,WC-006,SITE-02,2919,54,1.85,2461.22
2025-06-16,WC-006,SITE-02,5487,114,2.09,4351.88
2025-06-23,WC-006,SITE-02,2062,35,1.71,1419.4
2025-06-30,WC-006,SITE-02,4806,80,1.67,4367.74
2025-07-07,WC-006,SITE-02,4475,92,2.07,5354.32
2025-07-14,WC-006,SITE-02,3079,50,1.65,1649.94
2025-07-21,WC-006,SITE-02,4592,77,1.69,1498.14
2025-07-28,WC-006,SITE-02,4502,77,1.72,3792.92
2025-08-04,WC-006,SITE-02,3360,73,2.2,3764.92
2025-08-11,WC-006,SITE-02,3044,60,1.99,3501.97
2025-08-18,WC-006,SITE-02,4130,80,1.94,2956.78
2025-08-25,WC-006,SITE-02,4335,90,2.08,3897.95
2025-09-01,WC-006,SITE-02,4276,84,1.97,2972.94
2025-09-08,WC-006,SITE-02,3955,70,1.79,1462.56
2025-09-15,WC-006,SITE-02,2571,52,2.03,1032.03
2025-09-22,WC-006,SITE-02,3430,61,1.8,2075.12
2025-09-29,WC-006,SITE-02,4861,98,2.03,4932.23
