Month,ProjectID,ProgramID,LaborHours,LaborRateUSD,LaborCostUSD
2024-05-01,EPRJ-004,PGM-004,502.4,117.9,59237.06
2024-06-01,EPRJ-004,PGM-004,776.1,113.61,88167.94
2024-07-01,EPRJ-004,PGM-004,782.6,111.51,87267.84
2024-08-01,EPRJ-004,PGM-004,413.8,100.52,41593.56
2024-09-01,EPRJ-004,PGM-004,763.9,130.2,99457.18
2024-10-01,EPRJ-004,PGM-004,210.8,104.51,22035.72
2024-11-01,EPRJ-004,PGM-004,495.3,102.13,50591.01
2024-12-01,EPRJ-004,PGM-004,813.2,133.75,108763.6
2025-01-01,EPRJ-004,PGM-004,340.4,91.52,31155.94
2025-02-01,EPRJ-004,PGM-004,227.7,123.38,28097.42
2025-03-01,EPRJ-004,PGM-004,698.9,141.4,98826.68
2025-04-01,EPRJ-004,PGM-004,390.1,112.31,43814.55
2025-05-01,EPRJ-004,PGM-004,620.8,115.42,71656.75
2025-06-01,EPRJ-004,PGM-004,134.6,144.54,19456.35
2025-07-01,EPRJ-004,PGM-004,378.9,122.5,46414.25
2025-08-01,EPRJ-004,PGM-004,879.7,124.9,109872.71
2025-09-01,EPRJ-004,PGM-004,890.2,115.96,103222.13
2025-10-01,EPRJ-004,PGM-004,613.7,139.48,85603.9
2025-11-01,EPRJ-004,PGM-004,542.1,85.28,46228.14
2025-12-01,EPRJ-004,PGM-004,214.8,91.66,19691.53
2026-01-01,EPRJ-004,PGM-004,647.7,92.69,60035.92
2026-02-01,EPRJ-004,PGM-004,655.9,93.81,61532.21
2026-03-01,EPRJ-004,PGM-004,176.2,144.77,25512.71
2026-04-01,EPRJ-004,PGM-004,350.8,88.9,31186.77
2026-05-01,EPRJ-004,PGM-004,778.9,127.12,99022.57
2026-06-01,EPRJ-004,PGM-004,624.7,91.52,57175.45
2026-07-01,EPRJ-004,PGM-004,712.2,121.39,86458.21
2024-01-01,EPRJ-005,PGM-005,630.2,128.54,81012.01
2024-02-01,EPRJ-005,PGM-005,226.8,109.72,24879.42
2024-03-01,EPRJ-005,PGM-005,519.9,107.73,56010.61
2024-04-01,EPRJ-005,PGM-005,363.0,113.11,41060.52
2024-05-01,EPRJ-005,PGM-005,807.8,135.72,109634.14
2024-06-01,EPRJ-005,PGM-005,289.8,96.91,28089.39
2024-07-01,EPRJ-005,PGM-005,212.0,99.0,20988.54
2024-08-01,EPRJ-005,PGM-005,865.7,112.24,97171.38
2024-09-01,EPRJ-005,PGM-005,340.7,121.87,41519.26
2024-10-01,EPRJ-005,PGM-005,812.0,89.24,72464.68
2024-11-01,EPRJ-005,PGM-005,502.8,89.82,45161.33
2024-12-01,EPRJ-005,PGM-005,215.4,86.35,18602.47
2025-01-01,EPRJ-005,PGM-005,140.6,137.13,19284.96
2025-02-01,EPRJ-005,PGM-005,599.3,86.56,51874.5
2025-03-01,EPRJ-005,PGM-005,124.5,115.21,14338.41
2025-04-01,EPRJ-005,PGM-005,739.5,87.65,64817.61
2025-05-01,EPRJ-005,PGM-005,440.1,100.41,44192.85
2025-06-01,EPRJ-005,PGM-005,275.8,138.03,38062.23
2025-07-01,EPRJ-005,PGM-005,572.5,97.82,56006.08
2025-08-01,EPRJ-005,PGM-005,394.2,113.52,44746.02
2025-09-01,EPRJ-005,PGM-005,194.1,111.36,21612.94
2025-10-01,EPRJ-005,PGM-005,429.6,120.97,51965.03
2025-11-01,EPRJ-005,PGM-005,715.2,100.18,71652.27
2025-12-01,EPRJ-005,PGM-005,772.0,99.45,76773.68
2026-01-01,EPRJ-005,PGM-005,227.7,102.0,23223.81
2026-02-01,EPRJ-005,PGM-005,688.4,143.79,98988.37
2026-03-01,EPRJ-005,PGM-005,636.9,98.28,62587.51
2026-04-01,EPRJ-005,PGM-005,563.1,128.26,72218.04
2026-05-01,EPRJ-005,PGM-005,527.7,104.98,55401.5
2026-06-01,EPRJ-005,PGM-005,493.2,85.41,42122.86
2026-07-01,EPRJ-005,PGM-005,524.4,90.56,47491.9
2024-01-01,EPRJ-006,PGM-006,708.6,114.67,81255.19
2024-02-01,EPRJ-006,PGM-006,354.2,122.89,43528.08
2024-03-01,EPRJ-006,PGM-006,753.6,92.51,69709.09
2024-04-01,EPRJ-006,PGM-006,299.6,100.03,29973.03
2024-05-01,EPRJ-006,PGM-006,436.0,141.27,61599.39
2024-06-01,EPRJ-006,PGM-006,231.5,131.27,30389.36
2024-07-01,EPRJ-006,PGM-006,634.7,117.64,74672.11
2024-08-01,EPRJ-006,PGM-006,413.8,126.0,52134.01
2024-09-01,EPRJ-006,PGM-006,127.8,131.05,16750.53
2024-10-01,EPRJ-006,PGM-006,317.1,140.97,44699.79
2024-11-01,EPRJ-006,PGM-006,250.6,96.15,24099.63
2024-12-01,EPRJ-006,PGM-006,574.6,142.11,81655.25
2025-01-01,EPRJ-006,PGM-006,551.5,124.81,68826.72
2025-02-01,EPRJ-006,PGM-006,695.0,127.75,88794.3
2025-03-01,EPRJ-006,PGM-006,427.7,114.06,48777.73
2025-04-01,EPRJ-006,PGM-006,390.3,109.44,42711.73
2025-05-01,EPRJ-006,PGM-006,535.0,107.12,57309.69
2025-06-01,EPRJ-006,PGM-006,647.0,125.7,81323.12
2025-07-01,EPRJ-006,PGM-006,408.4,87.91,35903.12
2025-08-01,EPRJ-006,PGM-006,159.2,122.29,19473.35
2025-09-01,EPRJ-006,PGM-006,751.2,130.24,97843.93
2025-10-01,EPRJ-006,PGM-006,236.5,126.65,29948.23
2025-11-01,EPRJ-006,PGM-006,306.6,139.81,42872.76
2025-12-01,EPRJ-006,PGM-006,775.2,90.96,70508.44
2026-01-01,EPRJ-006,PGM-006,438.6,99.1,43462.99
2026-02-01,EPRJ-006,PGM-006,280.6,134.82,37831.74
2026-03-01,EPRJ-006,PGM-006,568.8,128.07,72846.39
2026-04-01,EPRJ-006,PGM-006,450.3,92.49,41646.58
2026-05-01,EPRJ-006,PGM-006,246.1,119.13,29316.32
2026-06-01,EPRJ-006,PGM-006,253.7,124.62,31613.1
2026-07-01,EPRJ-006,PGM-006,550.2,113.53,62463.75
2024-01-01,EPRJ-007,PGM-007,696.1,90.42,62942.17
2024-02-01,EPRJ-007,PGM-007,766.1,121.16,92812.67
2024-03-01,EPRJ-007,PGM-007,451.6,99.46,44914.49
2024-04-01,EPRJ-007,PGM-007,264.6,125.86,33302.24
2024-05-01,EPRJ-007,PGM-007,833.8,124.55,103851.29
2024-06-01,EPRJ-007,PGM-007,827.0,135.1,111722.72
2024-07-01,EPRJ-007,PGM-007,739.2,109.34,80824.98
2024-08-01,EPRJ-007,PGM-007,216.7,124.9,27068.41
2024-09-01,EPRJ-007,PGM-007,202.4,135.43,27403.69
2024-10-01,EPRJ-007,PGM-007,820.2,126.51,103770.45
2024-11-01,EPRJ-007,PGM-007,120.6,142.7,17206.55
2024-12-01,EPRJ-007,PGM-007,714.2,128.78,91965.92
2025-01-01,EPRJ-007,PGM-007,721.0,144.5,104188.24
2025-02-01,EPRJ-007,PGM-007,121.4,93.61,11361.35
2025-03-01,EPRJ-007,PGM-007,775.6,104.23,80849.37
2025-04-01,EPRJ-007,PGM-007,676.7,114.27,77319.06
2025-05-01,EPRJ-007,PGM-007,827.9,130.84,108320.45
2025-06-01,EPRJ-007,PGM-007,634.6,99.66,63246.81
2025-07-01,EPRJ-007,PGM-007,616.2,109.07,67209.61
2025-08-01,EPRJ-007,PGM-007,236.5,121.14,28644.12
2025-09-01,EPRJ-007,PGM-007,334.9,91.54,41386.99
2025-10-01,EPRJ-007,PGM-007,878.5,113.26,134329.62
2025-11-01,EPRJ-007,PGM-007,800.9,108.43,117240.95
2025-12-01,EPRJ-007,PGM-007,320.1,131.56,56856.67
2026-01-01,EPRJ-007,PGM-007,511.4,106.09,73245.38
2026-02-01,EPRJ-007,PGM-007,416.5,129.0,72537.74
2026-03-01,EPRJ-007,PGM-007,850.5,128.67,147737.75
2026-04-01,EPRJ-007,PGM-007,848.3,93.1,106619.99
2026-05-01,EPRJ-007,PGM-007,408.4,90.41,49839.65
2026-06-01,EPRJ-007,PGM-007,229.9,105.97,32891.14
2026-07-01,EPRJ-007,PGM-007,676.9,104.58,95568.02
2024-01-01,EPRJ-008,PGM-008,346.6,118.3,40998.54
2024-02-01,EPRJ-008,PGM-008,191.5,126.53,24228.39
2024-03-01,EPRJ-008,PGM-008,893.6,113.85,101735.93
2024-04-01,EPRJ-008,PGM-008,591.9,97.35,57622.3
2024-05-01,EPRJ-008,PGM-008,542.2,144.02,78086.16
2024-06-01,EPRJ-008,PGM-008,307.9,132.17,40701.19
2024-07-01,EPRJ-008,PGM-008,516.5,140.58,72608.75
2024-08-01,EPRJ-008,PGM-008,819.0,105.24,86191.22
2024-09-01,EPRJ-008,PGM-008,490.2,126.6,62060.4
2024-10-01,EPRJ-008,PGM-008,688.1,132.61,91251.38
2024-11-01,EPRJ-008,PGM-008,808.5,98.69,79789.32
2024-12-01,EPRJ-008,PGM-008,649.8,111.78,72635.16
2025-01-01,EPRJ-008,PGM-008,639.2,110.79,70818.53
2025-02-01,EPRJ-008,PGM-008,128.6,99.49,12796.27
2025-03-01,EPRJ-008,PGM-008,267.0,143.76,38390.49
2025-04-01,EPRJ-008,PGM-008,314.3,141.46,44464.78
2025-05-01,EPRJ-008,PGM-008,183.0,110.58,20235.04
2025-06-01,EPRJ-008,PGM-008,757.2,119.33,90363.53
2025-07-01,EPRJ-008,PGM-008,696.3,122.5,85300.2
2025-08-01,EPRJ-008,PGM-008,801.2,112.57,90192.94
2025-09-01,EPRJ-008,PGM-008,251.0,120.67,30291.31
2025-10-01,EPRJ-008,PGM-008,827.1,94.32,78008.03
2025-11-01,EPRJ-008,PGM-008,406.9,109.73,44646.96
2025-12-01,EPRJ-008,PGM-008,624.1,98.11,61226.13
2026-01-01,EPRJ-008,PGM-008,276.6,125.35,34674.58
2026-02-01,EPRJ-008,PGM-008,620.8,117.83,73151.03
2026-03-01,EPRJ-008,PGM-008,543.7,86.84,47210.2
2026-04-01,EPRJ-008,PGM-008,698.6,109.79,76702.9
2026-05-01,EPRJ-008,PGM-008,618.0,92.22,56992.56
2026-06-01,EPRJ-008,PGM-008,491.7,90.54,44516.88
2026-07-01,EPRJ-008,PGM-008,825.1,122.55,101113.17
2024-01-01,EPRJ-009,PGM-009,282.6,86.9,24558.92
2024-02-01,EPRJ-009,PGM-009,275.3,111.56,30706.92
2024-03-01,EPRJ-009,PGM-009,884.7,109.35,96744.64
2024-04-01,EPRJ-009,PGM-009,215.3,135.07,29076.37
2024-05-01,EPRJ-009,PGM-009,752.5,129.41,97385.44
2024-06-01,EPRJ-009,PGM-009,745.6,129.07,96241.1
2024-07-01,EPRJ-009,PGM-009,817.5,135.75,110973.74
2024-08-01,EPRJ-009,PGM-009,500.3,144.49,72284.26
2024-09-01,EPRJ-009,PGM-009,347.3,105.89,36778.53
2024-10-01,EPRJ-009,PGM-009,395.6,100.47,39742.24
2024-11-01,EPRJ-009,PGM-009,793.6,88.47,70207.61
2024-12-01,EPRJ-009,PGM-009,577.3,127.69,73707.17
2025-01-01,EPRJ-009,PGM-009,890.0,140.66,125190.26
2025-02-01,EPRJ-009,PGM-009,737.8,116.66,86068.98
2025-03-01,EPRJ-009,PGM-009,163.0,116.52,18993.98
2025-04-01,EPRJ-009,PGM-009,729.2,126.66,92355.89
2025-05-01,EPRJ-009,PGM-009,726.0,135.1,98079.91
2025-06-01,EPRJ-009,PGM-009,734.7,125.03,91854.82
2025-07-01,EPRJ-009,PGM-009,763.9,102.93,78636.88
2025-08-01,EPRJ-009,PGM-009,226.0,112.19,25349.67
2025-09-01,EPRJ-009,PGM-009,795.2,132.17,105098.45
2025-10-01,EPRJ-009,PGM-009,778.1,104.88,81611.61
2025-11-01,EPRJ-009,PGM-009,731.9,87.98,64391.35
2025-12-01,EPRJ-009,PGM-009,230.9,95.14,21968.32
2026-01-01,EPRJ-009,PGM-009,526.0,116.35,61201.97
2026-02-01,EPRJ-009,PGM-009,409.8,97.51,39956.16
2026-03-01,EPRJ-009,PGM-009,404.8,103.81,42021.91
2026-04-01,EPRJ-009,PGM-009,250.6,139.53,34972.23
2026-05-01,EPRJ-009,PGM-009,314.9,125.93,39655.01
2026-06-01,EPRJ-009,PGM-009,273.1,117.29,32027.49
2026-07-01,EPRJ-009,PGM-009,165.7,103.76,17190.12
2024-01-01,EPRJ-010,PGM-001,799.3,122.95,98266.11
2024-02-01,EPRJ-010,PGM-001,635.5,98.07,62322.79
2024-03-01,EPRJ-010,PGM-001,489.6,97.83,47899.65
2024-04-01,EPRJ-010,PGM-001,848.1,119.94,101730.44
2024-05-01,EPRJ-010,PGM-001,189.0,127.02,24012.46
2024-06-01,EPRJ-010,PGM-001,444.5,140.59,62488.98
2024-07-01,EPRJ-010,PGM-001,487.5,86.36,42102.02
2024-08-01,EPRJ-010,PGM-001,336.5,87.82,29550.36
2024-09-01,EPRJ-010,PGM-001,283.3,93.81,26578.52
2024-10-01,EPRJ-010,PGM-001,189.1,90.67,17141.01
2024-11-01,EPRJ-010,PGM-001,657.1,98.7,64857.41
2024-12-01,EPRJ-010,PGM-001,402.9,129.42,52139.14
2025-01-01,EPRJ-010,PGM-001,165.9,131.1,21748.52
2025-02-01,EPRJ-010,PGM-001,739.2,130.78,96669.41
2025-03-01,EPRJ-010,PGM-001,345.7,121.98,42172.31
2025-04-01,EPRJ-010,PGM-001,541.7,109.44,59285.1
2025-05-01,EPRJ-010,PGM-001,899.9,95.56,85998.96
2025-06-01,EPRJ-010,PGM-001,713.1,133.94,95504.14
2025-07-01,EPRJ-010,PGM-001,364.9,143.13,52224.33
2025-08-01,EPRJ-010,PGM-001,413.1,97.78,40392.73
2025-09-01,EPRJ-010,PGM-001,767.5,113.91,87429.58
2025-10-01,EPRJ-010,PGM-001,155.0,136.76,21195.53
2025-11-01,EPRJ-010,PGM-001,777.5,105.84,82296.65
2025-12-01,EPRJ-010,PGM-001,755.0,127.41,96192.38
2026-01-01,EPRJ-010,PGM-001,780.3,128.56,100308.35
2026-02-01,EPRJ-010,PGM-001,386.2,94.71,36578.99
2026-03-01,EPRJ-010,PGM-001,375.5,90.16,33858.65
2026-04-01,EPRJ-010,PGM-001,774.2,124.32,96242.39
2026-05-01,EPRJ-010,PGM-001,243.8,137.89,33616.27
2026-06-01,EPRJ-010,PGM-001,831.2,90.55,75268.26
2026-07-01,EPRJ-010,PGM-001,366.8,107.41,39400.68
2024-01-01,EPRJ-011,PGM-002,494.9,140.28,69419.06
2024-02-01,EPRJ-011,PGM-002,881.0,128.63,113325.67
2024-03-01,EPRJ-011,PGM-002,182.3,112.8,20565.86
2024-04-01,EPRJ-011,PGM-002,237.5,95.47,22679.53
2024-05-01,EPRJ-011,PGM-002,590.0,87.33,51527.88
2024-06-01,EPRJ-011,PGM-002,462.5,130.9,60538.63
2024-07-01,EPRJ-011,PGM-002,804.0,108.41,87156.79
2024-08-01,EPRJ-011,PGM-002,319.9,138.21,44213.02
2024-09-01,EPRJ-011,PGM-002,594.1,87.04,51708.83
2024-10-01,EPRJ-011,PGM-002,639.5,125.08,79991.68
2024-11-01,EPRJ-011,PGM-002,229.9,86.11,19792.28
2024-12-01,EPRJ-011,PGM-002,362.2,108.41,39262.66
2025-01-01,EPRJ-011,PGM-002,265.0,140.52,37237.13
2025-02-01,EPRJ-011,PGM-002,668.5,142.0,94925.39
2025-03-01,EPRJ-011,PGM-002,133.2,105.45,14047.68
2025-04-01,EPRJ-011,PGM-002,530.4,140.99,74787.22
2025-05-01,EPRJ-011,PGM-002,403.9,99.59,40225.56
2025-06-01,EPRJ-011,PGM-002,282.6,100.46,28392.19
2025-07-01,EPRJ-011,PGM-002,215.6,133.13,28700.51
2025-08-01,EPRJ-011,PGM-002,588.8,117.62,69253.35
2025-09-01,EPRJ-011,PGM-002,128.0,92.01,11775.11
2025-10-01,EPRJ-011,PGM-002,482.9,93.44,45122.54
2025-11-01,EPRJ-011,PGM-002,186.7,130.43,24347.9
2025-12-01,EPRJ-011,PGM-002,275.9,89.21,24610.59
2026-01-01,EPRJ-011,PGM-002,258.0,111.24,28699.91
2026-02-01,EPRJ-011,PGM-002,882.6,109.26,96436.46
2026-03-01,EPRJ-011,PGM-002,622.1,112.94,70261.92
2026-04-01,EPRJ-011,PGM-002,630.1,93.61,58982.79
2026-05-01,EPRJ-011,PGM-002,681.4,110.08,75007.21
2026-06-01,EPRJ-011,PGM-002,375.3,143.83,53976.72
2026-07-01,EPRJ-011,PGM-002,788.1,112.77,88873.01
2024-01-01,EPRJ-012,PGM-003,224.0,132.33,29643.17
2024-02-01,EPRJ-012,PGM-003,504.1,87.3,44008.68
2024-03-01,EPRJ-012,PGM-003,377.6,135.41,51129.0
2024-04-01,EPRJ-012,PGM-003,764.1,93.46,71410.78
2024-05-01,EPRJ-012,PGM-003,423.9,127.5,54049.82
2024-06-01,EPRJ-012,PGM-003,302.1,100.05,30219.61
2024-07-01,EPRJ-012,PGM-003,694.5,101.9,70770.42
2024-08-01,EPRJ-012,PGM-003,735.0,123.69,90916.19
2024-09-01,EPRJ-012,PGM-003,319.8,116.4,37229.48
2024-10-01,EPRJ-012,PGM-003,864.2,102.89,88911.53
2024-11-01,EPRJ-012,PGM-003,390.6,97.91,38244.14
2024-12-01,EPRJ-012,PGM-003,856.1,95.52,81777.28
2025-01-01,EPRJ-012,PGM-003,745.7,126.24,94141.21
2025-02-01,EPRJ-012,PGM-003,619.3,144.81,89680.07
2025-03-01,EPRJ-012,PGM-003,292.3,115.35,33722.57
2025-04-01,EPRJ-012,PGM-003,490.0,92.2,45174.98
2025-05-01,EPRJ-012,PGM-003,711.7,90.7,64555.71
2025-06-01,EPRJ-012,PGM-003,558.3,124.95,69756.49
2025-07-01,EPRJ-012,PGM-003,263.1,88.39,23256.89
2025-08-01,EPRJ-012,PGM-003,377.9,129.69,49011.24
2025-09-01,EPRJ-012,PGM-003,670.5,120.8,80995.55
2025-10-01,EPRJ-012,PGM-003,428.6,97.03,41592.34
2025-11-01,EPRJ-012,PGM-003,588.3,126.49,74416.25
2025-12-01,EPRJ-012,PGM-003,360.1,107.61,38748.92
2026-01-01,EPRJ-012,PGM-003,428.5,104.55,44796.45
2026-02-01,EPRJ-012,PGM-003,321.3,87.16,28004.18
2026-03-01,EPRJ-012,PGM-003,295.6,117.62,34770.94
2026-04-01,EPRJ-012,PGM-003,854.7,140.83,120376.51
2026-05-01,EPRJ-012,PGM-003,763.3,131.5,100376.01
2026-06-01,EPRJ-012,PGM-003,556.1,99.61,55390.5
2026-07-01,EPRJ-012,PGM-003,370.9,141.28,52396.29
2026-08-01,EPRJ-001,PGM-001,222.2,145.87,32413.72
2026-08-01,EPRJ-002,PGM-002,182.5,69.97,12770.00
2026-08-01,EPRJ-003,PGM-003,491.2,91.75,60841.75
2026-08-01,EPRJ-004,PGM-004,716.9,138.88,99568.05
2026-08-01,EPRJ-005,PGM-005,432.7,44.14,19099.39
2026-08-01,EPRJ-006,PGM-006,248.9,78.81,19615.34
2026-08-01,EPRJ-007,PGM-007,620.7,76.19,63843.90
2026-08-01,EPRJ-008,PGM-008,725.4,106.25,77073.08
2026-08-01,EPRJ-009,PGM-009,180.7,128.00,23128.50
2026-08-01,EPRJ-010,PGM-001,668.0,73.17,48879.89
2026-08-01,EPRJ-011,PGM-002,643.5,105.68,68004.18
2026-08-01,EPRJ-012,PGM-003,692.5,157.86,109318.53
