PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
18,39,01/29/02 00:00,60,494,53.2035,3192.21,60.0,0.0,60.0,01/22/02 08:00
18,40,01/29/02 00:00,60,495,63.693,3821.58,60.0,0.0,60.0,01/22/02 08:00
18,41,01/29/02 00:00,60,496,48.909,2934.54,60.0,0.0,60.0,01/22/02 08:00
19,42,01/29/02 00:00,550,908,21.0945,11601.975,550.0,0.0,550.0,01/22/02 08:00
19,43,01/29/02 00:00,550,909,30.4395,16741.725,550.0,0.0,550.0,01/22/02 08:00
19,44,01/29/02 00:00,550,910,40.9395,22516.725,550.0,0.0,550.0,01/22/02 08:00
19,45,01/29/02 00:00,550,911,21.0945,11601.975,550.0,0.0,550.0,01/22/02 08:00
19,46,01/29/02 00:00,550,912,30.4395,16741.725,550.0,0.0,550.0,01/22/02 08:00
20,47,01/29/02 00:00,60,506,9.198,551.88,60.0,0.0,60.0,01/22/02 08:00
21,48,01/29/02 00:00,550,351,5.775,3176.25,550.0,0.0,550.0,01/22/02 08:00
21,49,01/29/02 00:00,550,352,1.155,635.25,550.0,0.0,550.0,01/22/02 08:00
21,50,01/29/02 00:00,550,679,5.775,3176.25,550.0,27.0,523.0,01/22/02 08:00
22,51,01/29/02 00:00,550,507,23.394,12866.7,550.0,82.0,468.0,01/22/02 08:00
22,52,01/29/02 00:00,550,508,27.6465,15205.575,550.0,0.0,550.0,01/22/02 08:00
23,53,01/29/02 00:00,550,355,1.365,750.75,550.0,0.0,550.0,01/22/02 08:00
23,54,01/29/02 00:00,550,940,62.9895,34644.225,550.0,0.0,550.0,01/22/02 08:00
23,55,01/29/02 00:00,550,535,3.486,1917.3,550.0,0.0,550.0,01/22/02 08:00
24,56,01/29/02 00:00,550,351,6.195,3407.25,550.0,550.0,0.0,01/22/02 08:00
24,57,01/29/02 00:00,550,352,1.47,808.5,550.0,550.0,0.0,01/22/02 08:00
25,58,01/29/02 00:00,550,507,22.1655,12191.025,550.0,0.0,550.0,01/22/02 08:00
25,59,01/29/02 00:00,550,508,29.2845,16106.475,523.0,0.0,523.0,01/22/02 08:00
26,60,01/29/02 00:00,3,491,19.9815,59.9445,3.0,0.0,3.0,01/22/02 08:00
27,61,01/29/02 00:00,3,341,41.1705,123.5115,3.0,0.0,3.0,01/22/02 08:00
27,62,01/29/02 00:00,3,342,39.0705,117.2115,3.0,0.0,3.0,01/22/02 08:00
27,63,01/29/02 00:00,3,343,43.344,130.032,3.0,0.0,3.0,01/22/02 08:00
27,64,01/29/02 00:00,3,344,39.0705,117.2115,3.0,0.0,3.0,01/22/02 08:00
27,65,01/29/02 00:00,3,345,36.9705,110.9115,3.0,0.0,3.0,01/22/02 08:00
27,66,01/29/02 00:00,3,346,41.244,123.732,3.0,0.0,3.0,01/22/02 08:00
28,67,01/29/02 00:00,550,935,31.4895,17319.225,550.0,0.0,550.0,01/22/02 08:00
28,68,01/29/02 00:00,550,936,48.2895,26559.225,550.0,0.0,550.0,01/22/02 08:00
29,69,02/22/02 00:00,3,375,43.344,130.032,3.0,0.0,3.0,02/15/02 08:00
29,70,02/22/02 00:00,3,376,39.0705,117.2115,3.0,0.0,3.0,02/15/02 08:00
29,71,02/22/02 00:00,3,377,36.9705,110.9115,3.0,0.0,3.0,02/15/02 08:00
29,72,02/22/02 00:00,3,378,41.244,123.732,3.0,0.0,3.0,02/15/02 08:00
29,73,02/22/02 00:00,3,379,36.9705,110.9115,3.0,0.0,3.0,02/15/02 08:00
30,74,02/22/02 00:00,550,476,15.8865,8737.575,550.0,0.0,550.0,02/15/02 08:00
30,75,02/22/02 00:00,550,477,11.6655,6416.025,550.0,55.0,495.0,02/15/02 08:00
30,76,02/22/02 00:00,550,478,11.088,6098.4,550.0,0.0,550.0,02/15/02 08:00
31,77,02/22/02 00:00,3,402,47.4705,142.4115,3.0,0.0,3.0,02/15/02 08:00
32,78,02/22/02 00:00,550,510,23.079,12693.45,550.0,82.0,468.0,02/15/02 08:00
32,79,02/22/02 00:00,550,511,29.274,16100.7,550.0,0.0,550.0,02/15/02 08:00
33,80,03/02/02 00:00,3,403,45.3705,136.1115,3.0,0.0,3.0,02/23/02 08:00
33,81,03/02/02 00:00,3,404,49.644,148.932,3.0,0.0,3.0,02/23/02 08:00
33,82,03/02/02 00:00,3,405,45.3705,136.1115,3.0,0.0,3.0,02/23/02 08:00
34,83,03/02/02 00:00,550,525,2.3205,1276.275,550.0,550.0,0.0,02/23/02 08:00
35,84,03/02/02 00:00,550,526,3.6435,2003.925,550.0,0.0,550.0,02/23/02 08:00
36,85,03/02/02 00:00,550,908,21.0945,11601.975,468.0,0.0,468.0,02/23/02 08:00
36,86,03/02/02 00:00,550,909,30.4395,16741.725,550.0,0.0,550.0,02/23/02 08:00
36,87,03/02/02 00:00,550,913,40.9395,22516.725,550.0,0.0,550.0,02/23/02 08:00
37,88,03/02/02 00:00,60,356,3.6015,216.09,60.0,0.0,60.0,02/23/02 08:00
37,89,03/02/02 00:00,60,357,3.9795,238.77,60.0,0.0,60.0,02/23/02 08:00
38,90,03/02/02 00:00,550,935,31.4895,17319.225,550.0,0.0,550.0,02/23/02 08:00
38,91,03/02/02 00:00,550,936,48.2895,26559.225,550.0,0.0,550.0,02/23/02 08:00
39,92,03/02/02 00:00,550,524,12.9675,7132.125,550.0,0.0,550.0,02/23/02 08:00
40,93,03/02/02 00:00,550,911,21.0945,11601.975,550.0,0.0,550.0,02/23/02 08:00
40,94,03/02/02 00:00,550,912,30.4395,16741.725,550.0,55.0,495.0,02/23/02 08:00
41,95,03/02/02 00:00,550,910,40.9395,22516.725,550.0,0.0,550.0,02/23/02 08:00
42,96,03/02/02 00:00,550,937,62.9895,34644.225,550.0,82.0,468.0,02/23/02 08:00
43,97,03/02/02 00:00,3,463,47.523,142.569,3.0,0.0,3.0,02/23/02 08:00
43,98,03/02/02 00:00,3,464,45.423,136.269,3.0,0.0,3.0,02/23/02 08:00
43,99,03/02/02 00:00,3,465,49.6965,149.0895,3.0,0.0,3.0,02/23/02 08:00
44,100,03/02/02 00:00,3,462,47.6805,143.0415,3.0,3.0,0.0,02/23/02 08:00
45,101,03/02/02 00:00,550,510,23.4045,12872.475,550.0,0.0,550.0,02/23/02 08:00
45,102,03/02/02 00:00,550,511,27.867,15326.85,523.0,0.0,523.0,02/23/02 08:00
46,103,03/02/02 00:00,550,527,6.7515,3713.325,468.0,0.0,468.0,02/23/02 08:00
47,104,03/02/02 00:00,550,938,31.4895,17319.225,550.0,0.0,550.0,02/23/02 08:00
47,105,03/02/02 00:00,550,939,48.2895,26559.225,550.0,0.0,550.0,02/23/02 08:00
47,106,03/02/02 00:00,550,509,36.2775,19952.625,550.0,0.0,550.0,02/23/02 08:00
48,107,03/02/02 00:00,60,492,50.7465,3044.79,60.0,0.0,60.0,02/23/02 08:00
48,108,03/02/02 00:00,60,493,58.2645,3495.87,60.0,0.0,60.0,02/23/02 08:00
48,109,03/02/02 00:00,60,494,50.7465,3044.79,60.0,0.0,60.0,02/23/02 08:00
48,110,03/02/02 00:00,60,495,62.9265,3775.59,60.0,0.0,60.0,02/23/02 08:00
48,111,03/02/02 00:00,60,496,49.6545,2979.27,60.0,0.0,60.0,02/23/02 08:00
49,112,03/06/02 00:00,550,523,10.3845,5711.475,550.0,0.0,550.0,02/27/02 08:00
50,113,03/06/02 00:00,3,422,47.6805,143.0415,3.0,0.0,3.0,02/27/02 08:00
50,114,03/06/02 00:00,3,423,45.5805,136.7415,3.0,0.0,3.0,02/27/02 08:00
50,115,03/06/02 00:00,3,424,49.854,149.562,3.0,0.0,3.0,02/27/02 08:00
51,116,03/06/02 00:00,3,490,12.7155,38.1465,3.0,0.0,3.0,02/27/02 08:00
51,117,03/06/02 00:00,3,491,19.9395,59.8185,3.0,0.0,3.0,02/27/02 08:00
52,118,03/06/02 00:00,3,528,38.157,114.471,3.0,0.0,3.0,02/27/02 08:00
53,119,03/10/02 00:00,3,505,44.2155,132.6465,3.0,0.0,3.0,03/03/02 08:00
54,120,03/10/02 00:00,550,938,31.4895,17319.225,550.0,550.0,0.0,03/03/02 08:00
54,121,03/10/02 00:00,550,939,48.2895,26559.225,550.0,550.0,0.0,03/03/02 08:00
55,122,03/10/02 00:00,60,358,6.9825,418.95,60.0,0.0,60.0,03/03/02 08:00
56,123,03/10/02 00:00,3,375,43.2705,129.8115,3.0,0.0,3.0,03/03/02 08:00
56,124,03/10/02 00:00,3,376,47.544,142.632,3.0,0.0,3.0,03/03/02 08:00
56,125,03/10/02 00:00,3,377,43.2705,129.8115,3.0,0.0,3.0,03/03/02 08:00
56,126,03/10/02 00:00,3,378,41.1705,123.5115,3.0,0.0,3.0,03/03/02 08:00
57,127,03/10/02 00:00,60,356,3.381,202.86,60.0,0.0,60.0,03/03/02 08:00
57,128,03/10/02 00:00,60,357,4.3155,258.93,60.0,0.0,60.0,03/03/02 08:00
58,129,03/10/02 00:00,3,375,43.2705,129.8115,3.0,0.0,3.0,03/03/02 08:00
58,130,03/10/02 00:00,3,376,41.1705,123.5115,3.0,0.0,3.0,03/03/02 08:00
58,131,03/10/02 00:00,3,377,45.444,136.332,3.0,0.0,3.0,03/03/02 08:00
58,132,03/10/02 00:00,3,378,41.1705,123.5115,3.0,0.0,3.0,03/03/02 08:00
58,133,03/10/02 00:00,3,379,39.0705,117.2115,3.0,0.0,3.0,03/03/02 08:00
59,134,03/10/02 00:00,3,490,12.3585,37.0755,3.0,0.0,3.0,03/03/02 08:00
60,135,03/10/02 00:00,550,513,39.1965,21558.075,550.0,0.0,550.0,03/03/02 08:00
61,136,03/10/02 00:00,3,403,45.444,136.332,3.0,0.0,3.0,03/03/02 08:00
61,137,03/10/02 00:00,3,404,41.1705,123.5115,3.0,0.0,3.0,03/03/02 08:00
61,138,03/10/02 00:00,3,405,39.0705,117.2115,3.0,0.0,3.0,03/03/02 08:00
61,139,03/10/02 00:00,3,406,43.344,130.032,3.0,0.0,3.0,03/03/02 08:00
62,140,03/10/02 00:00,550,931,34.8705,19178.775,550.0,82.0,468.0,03/03/02 08:00
62,141,03/10/02 00:00,550,932,39.7635,21869.925,550.0,0.0,550.0,03/03/02 08:00
63,142,03/10/02 00:00,3,422,47.6805,143.0415,3.0,0.0,3.0,03/03/02 08:00
63,143,03/10/02 00:00,3,423,45.5805,136.7415,3.0,0.0,3.0,03/03/02 08:00
63,144,03/10/02 00:00,3,424,49.854,149.562,3.0,0.0,3.0,03/03/02 08:00
64,145,03/10/02 00:00,3,341,47.5755,142.7265,3.0,3.0,0.0,03/03/02 08:00
64,146,03/10/02 00:00,3,342,45.4755,136.4265,3.0,3.0,0.0,03/03/02 08:00
65,147,03/10/02 00:00,550,931,34.3455,18890.025,550.0,0.0,550.0,03/03/02 08:00
65,148,03/10/02 00:00,550,932,39.2385,21581.175,523.0,0.0,523.0,03/03/02 08:00
66,149,03/10/02 00:00,3,341,47.4705,142.4115,3.0,0.0,3.0,03/03/02 08:00
66,150,03/10/02 00:00,3,342,45.3705,136.1115,3.0,0.0,3.0,03/03/02 08:00
66,151,03/10/02 00:00,3,343,49.644,148.932,3.0,0.0,3.0,03/03/02 08:00
66,152,03/10/02 00:00,3,344,45.3705,136.1115,3.0,0.0,3.0,03/03/02 08:00
67,153,03/10/02 00:00,550,928,32.7705,18023.775,550.0,0.0,550.0,03/03/02 08:00
67,154,03/10/02 00:00,550,929,37.086,20397.3,550.0,0.0,550.0,03/03/02 08:00
67,155,03/10/02 00:00,550,930,43.0395,23671.725,550.0,0.0,550.0,03/03/02 08:00
68,156,03/10/02 00:00,550,332,10.815,5948.25,550.0,0.0,550.0,03/03/02 08:00
69,157,03/11/02 00:00,550,948,82.8345,45558.975,550.0,0.0,550.0,03/04/02 08:00
69,158,03/11/02 00:00,550,907,82.8345,45558.975,550.0,0.0,550.0,03/04/02 08:00
70,159,03/11/02 00:00,1250,325,0.21,262.5,1250.0,0.0,1250.0,03/04/02 08:00
70,160,03/11/02 00:00,1250,326,0.21,262.5,1250.0,125.0,1125.0,03/04/02 08:00
71,161,03/11/02 00:00,3,320,49.644,148.932,3.0,0.0,3.0,03/04/02 08:00
71,162,03/11/02 00:00,3,321,44.3205,132.9615,3.0,0.0,3.0,03/04/02 08:00
71,163,03/11/02 00:00,60,322,28.6965,1721.79,60.0,3.0,57.0,03/04/02 08:00
72,164,03/11/02 00:00,550,930,42.5145,23382.975,550.0,82.0,468.0,03/04/02 08:00
72,165,03/11/02 00:00,550,921,5.586,3072.3,550.0,0.0,550.0,03/04/02 08:00
73,166,03/26/02 00:00,60,952,15.7395,944.37,60.0,0.0,60.0,03/19/02 08:00
74,167,03/26/02 00:00,550,933,43.4595,23902.725,550.0,550.0,0.0,03/19/02 08:00
74,168,03/26/02 00:00,550,934,37.6215,20691.825,550.0,550.0,0.0,03/19/02 08:00
75,169,03/26/02 00:00,550,317,29.5785,16268.175,550.0,0.0,550.0,03/19/02 08:00
75,170,03/26/02 00:00,550,318,36.099,19854.45,523.0,0.0,523.0,03/19/02 08:00
75,171,03/26/02 00:00,550,319,48.5835,26720.925,550.0,0.0,550.0,03/19/02 08:00
76,172,03/26/02 00:00,550,928,32.2455,17735.025,468.0,0.0,468.0,03/19/02 08:00
76,173,03/26/02 00:00,550,929,36.561,20108.55,550.0,0.0,550.0,03/19/02 08:00
77,174,03/26/02 00:00,550,319,46.4205,25531.275,550.0,0.0,550.0,03/19/02 08:00
78,175,03/26/02 00:00,3,359,47.523,142.569,3.0,0.0,3.0,03/19/02 08:00
78,176,03/26/02 00:00,3,360,45.423,136.269,3.0,0.0,3.0,03/19/02 08:00
78,177,03/26/02 00:00,3,361,49.6965,149.0895,3.0,0.0,3.0,03/19/02 08:00
78,178,03/26/02 00:00,3,362,45.423,136.269,3.0,0.0,3.0,03/19/02 08:00
78,179,03/26/02 00:00,3,363,43.323,129.969,3.0,0.0,3.0,03/19/02 08:00
79,180,03/26/02 00:00,3,2,41.916,125.748,3.0,0.0,3.0,03/19/02 08:00
80,181,03/26/02 00:00,3,1,50.2635,150.7905,3.0,0.0,3.0,03/19/02 08:00
81,182,03/26/02 00:00,3,361,49.854,149.562,3.0,0.0,3.0,03/19/02 08:00
81,183,03/26/02 00:00,3,362,45.5805,136.7415,3.0,0.0,3.0,03/19/02 08:00
81,184,03/26/02 00:00,3,363,43.4805,130.4415,3.0,0.0,3.0,03/19/02 08:00
81,185,03/26/02 00:00,3,364,47.754,143.262,3.0,0.0,3.0,03/19/02 08:00
82,186,03/26/02 00:00,550,530,16.086,8847.3,550.0,82.0,468.0,03/19/02 08:00
83,187,03/26/02 00:00,3,4,57.0255,171.0765,3.0,0.0,3.0,03/19/02 08:00
84,188,03/26/02 00:00,550,512,37.086,20397.3,550.0,550.0,0.0,03/19/02 08:00
85,189,03/26/02 00:00,550,513,26.5965,14628.075,550.0,0.0,550.0,03/19/02 08:00
86,190,03/26/02 00:00,550,317,27.0585,14882.175,468.0,0.0,468.0,03/19/02 08:00
86,191,03/26/02 00:00,550,318,33.579,18468.45,550.0,0.0,550.0,03/19/02 08:00
86,192,03/26/02 00:00,550,319,46.0635,25334.925,550.0,0.0,550.0,03/19/02 08:00
87,193,03/26/02 00:00,3,408,47.544,142.632,3.0,0.0,3.0,03/19/02 08:00
87,194,03/26/02 00:00,3,409,43.2705,129.8115,3.0,0.0,3.0,03/19/02 08:00
87,195,03/26/02 00:00,3,410,41.1705,123.5115,3.0,0.0,3.0,03/19/02 08:00
87,196,03/26/02 00:00,3,411,45.444,136.332,3.0,0.0,3.0,03/19/02 08:00
87,197,03/26/02 00:00,3,412,41.1705,123.5115,3.0,0.0,3.0,03/19/02 08:00
87,198,03/26/02 00:00,3,413,39.0705,117.2115,3.0,0.0,3.0,03/19/02 08:00
88,199,03/26/02 00:00,3,427,47.5965,142.7895,3.0,0.0,3.0,03/19/02 08:00
88,200,03/26/02 00:00,3,428,43.323,129.969,3.0,0.0,3.0,03/19/02 08:00
88,201,03/26/02 00:00,3,429,41.223,123.669,3.0,0.0,3.0,03/19/02 08:00
88,202,03/26/02 00:00,3,430,45.4965,136.4895,3.0,0.0,3.0,03/19/02 08:00
88,203,03/26/02 00:00,3,431,41.223,123.669,3.0,0.0,3.0,03/19/02 08:00
89,204,04/09/02 00:00,3,320,47.4705,142.4115,3.0,0.0,3.0,04/02/02 08:00
89,205,04/09/02 00:00,3,321,42.798,128.394,3.0,0.0,3.0,04/02/02 08:00
89,206,04/09/02 00:00,60,322,25.4205,1525.23,60.0,0.0,60.0,04/02/02 08:00
90,207,04/09/02 00:00,3,442,43.3965,130.1895,3.0,0.0,3.0,04/02/02 08:00
90,208,04/09/02 00:00,3,443,39.123,117.369,3.0,0.0,3.0,04/02/02 08:00
90,209,04/09/02 00:00,3,444,37.023,111.069,3.0,0.0,3.0,04/02/02 08:00
91,210,04/09/02 00:00,550,941,62.9895,34644.225,550.0,0.0,550.0,04/02/02 08:00
92,211,04/09/02 00:00,3,320,45.3705,136.1115,3.0,0.0,3.0,04/02/02 08:00
92,212,04/09/02 00:00,3,321,40.488,121.464,3.0,0.0,3.0,04/02/02 08:00
93,213,04/13/02 00:00,3,504,48.762,146.286,3.0,0.0,3.0,04/06/02 08:00
94,214,04/13/02 00:00,3,497,34.188,102.564,3.0,3.0,0.0,04/06/02 08:00
95,215,04/13/02 00:00,3,323,50.2635,150.7905,3.0,0.0,3.0,04/06/02 08:00
96,216,04/13/02 00:00,550,523,10.731,5902.05,468.0,0.0,468.0,04/06/02 08:00
96,217,04/13/02 00:00,550,524,14.1225,7767.375,550.0,0.0,550.0,04/06/02 08:00
97,218,04/23/02 00:00,60,492,50.2635,3015.81,60.0,0.0,60.0,04/16/02 08:00
97,219,04/23/02 00:00,60,493,57.1515,3429.09,60.0,0.0,60.0,04/16/02 08:00
97,220,04/23/02 00:00,60,494,53.2035,3192.21,60.0,0.0,60.0,04/16/02 08:00
97,221,04/23/02 00:00,60,495,63.693,3821.58,60.0,0.0,60.0,04/16/02 08:00
97,222,04/23/02 00:00,60,496,48.909,2934.54,60.0,0.0,60.0,04/16/02 08:00
98,223,04/23/02 00:00,550,913,40.9395,22516.725,550.0,0.0,550.0,04/16/02 08:00
98,224,04/23/02 00:00,550,914,21.0945,11601.975,550.0,0.0,550.0,04/16/02 08:00
98,225,04/23/02 00:00,550,915,30.4395,16741.725,550.0,0.0,550.0,04/16/02 08:00
98,226,04/23/02 00:00,550,916,40.9395,22516.725,550.0,0.0,550.0,04/16/02 08:00
99,227,04/23/02 00:00,60,506,9.198,551.88,60.0,0.0,60.0,04/16/02 08:00
100,228,04/23/02 00:00,550,351,5.775,3176.25,550.0,0.0,550.0,04/16/02 08:00
100,229,04/23/02 00:00,550,352,1.155,635.25,550.0,55.0,495.0,04/16/02 08:00
100,230,04/23/02 00:00,550,679,5.775,3176.25,550.0,0.0,550.0,04/16/02 08:00
101,231,04/23/02 00:00,550,507,23.394,12866.7,550.0,0.0,550.0,04/16/02 08:00
101,232,04/23/02 00:00,550,508,27.6465,15205.575,550.0,0.0,550.0,04/16/02 08:00
102,233,04/23/02 00:00,550,355,1.365,750.75,550.0,82.0,468.0,04/16/02 08:00
102,234,04/23/02 00:00,550,940,62.9895,34644.225,550.0,0.0,550.0,04/16/02 08:00
103,235,04/23/02 00:00,550,679,6.195,3407.25,550.0,0.0,550.0,04/16/02 08:00
104,236,04/23/02 00:00,550,507,22.1655,12191.025,550.0,550.0,0.0,04/16/02 08:00
104,237,04/23/02 00:00,550,508,29.2845,16106.475,550.0,550.0,0.0,04/16/02 08:00
105,238,04/23/02 00:00,3,491,19.9815,59.9445,3.0,0.0,3.0,04/16/02 08:00
106,239,04/23/02 00:00,3,347,36.9705,110.9115,3.0,0.0,3.0,04/16/02 08:00
106,240,04/23/02 00:00,3,348,34.8705,104.6115,3.0,0.0,3.0,04/16/02 08:00
106,241,04/23/02 00:00,3,349,39.144,117.432,3.0,0.0,3.0,04/16/02 08:00
107,242,04/23/02 00:00,550,935,31.4895,17319.225,550.0,0.0,550.0,04/16/02 08:00
107,243,04/23/02 00:00,550,936,48.2895,26559.225,550.0,0.0,550.0,04/16/02 08:00
108,244,04/23/02 00:00,3,380,43.218,129.654,3.0,0.0,3.0,04/16/02 08:00
108,245,04/23/02 00:00,3,381,47.4915,142.4745,3.0,0.0,3.0,04/16/02 08:00
108,246,04/23/02 00:00,3,382,43.2705,129.8115,3.0,0.0,3.0,04/16/02 08:00
108,247,04/23/02 00:00,3,383,47.544,142.632,3.0,0.0,3.0,04/16/02 08:00
108,248,04/23/02 00:00,3,384,43.2705,129.8115,3.0,0.0,3.0,04/16/02 08:00
109,249,04/23/02 00:00,550,479,15.8865,8737.575,550.0,0.0,550.0,04/16/02 08:00
109,250,04/23/02 00:00,550,480,11.6655,6416.025,550.0,0.0,550.0,04/16/02 08:00
109,251,04/23/02 00:00,550,481,11.088,6098.4,550.0,0.0,550.0,04/16/02 08:00
109,252,04/23/02 00:00,550,482,8.757,4816.35,550.0,0.0,550.0,04/16/02 08:00
109,253,04/23/02 00:00,550,483,9.6915,5330.325,550.0,0.0,550.0,04/16/02 08:00
110,254,04/23/02 00:00,3,402,47.4705,142.4115,3.0,0.0,3.0,04/16/02 08:00
111,255,04/23/02 00:00,550,512,34.9755,19236.525,550.0,0.0,550.0,04/16/02 08:00
112,256,04/23/02 00:00,3,406,43.2705,129.8115,3.0,0.0,3.0,04/16/02 08:00
112,257,04/23/02 00:00,3,407,47.544,142.632,3.0,0.0,3.0,04/16/02 08:00
113,258,04/24/02 00:00,550,525,2.3205,1276.275,550.0,0.0,550.0,04/17/02 08:00
114,259,04/24/02 00:00,550,526,3.6435,2003.925,550.0,550.0,0.0,04/17/02 08:00
115,260,04/24/02 00:00,550,908,21.0945,11601.975,550.0,0.0,550.0,04/17/02 08:00
115,261,04/24/02 00:00,550,909,30.4395,16741.725,523.0,0.0,523.0,04/17/02 08:00
115,262,04/24/02 00:00,550,913,40.9395,22516.725,550.0,0.0,550.0,04/17/02 08:00
116,263,04/24/02 00:00,60,356,3.6015,216.09,51.0,0.0,51.0,04/17/02 08:00
116,264,04/24/02 00:00,60,357,3.9795,238.77,60.0,0.0,60.0,04/17/02 08:00
117,265,04/24/02 00:00,550,935,31.4895,17319.225,550.0,0.0,550.0,04/17/02 08:00
117,266,04/24/02 00:00,550,936,48.2895,26559.225,550.0,0.0,550.0,04/17/02 08:00
118,267,04/24/02 00:00,550,524,12.9675,7132.125,550.0,0.0,550.0,04/17/02 08:00
119,268,04/24/02 00:00,550,911,21.0945,11601.975,550.0,0.0,550.0,04/17/02 08:00
119,269,04/24/02 00:00,550,912,30.4395,16741.725,550.0,0.0,550.0,04/17/02 08:00
120,270,04/24/02 00:00,550,910,40.9395,22516.725,550.0,0.0,550.0,04/17/02 08:00
121,271,04/24/02 00:00,550,937,62.9895,34644.225,550.0,0.0,550.0,04/17/02 08:00
122,272,04/24/02 00:00,3,466,45.423,136.269,3.0,0.0,3.0,04/17/02 08:00
122,273,04/24/02 00:00,3,467,43.323,129.969,3.0,0.0,3.0,04/17/02 08:00
123,274,04/24/02 00:00,3,462,47.6805,143.0415,3.0,0.0,3.0,04/17/02 08:00
124,275,04/24/02 00:00,550,510,23.4045,12872.475,550.0,550.0,0.0,04/17/02 08:00
124,276,04/24/02 00:00,550,511,27.867,15326.85,550.0,550.0,0.0,04/17/02 08:00
125,277,04/24/02 00:00,550,527,6.7515,3713.325,550.0,0.0,550.0,04/17/02 08:00
126,278,04/24/02 00:00,550,938,31.4895,17319.225,468.0,0.0,468.0,04/17/02 08:00
126,279,04/24/02 00:00,550,939,48.2895,26559.225,550.0,0.0,550.0,04/17/02 08:00
126,280,04/24/02 00:00,550,509,36.2775,19952.625,550.0,0.0,550.0,04/17/02 08:00
