WeekStart,WorkCenterID,SiteID,DirectHours,OvertimeHours,UnitsProduced
2026-05-18,WC-001,SITE-01,360.7,21.7,2335
2026-05-25,WC-001,SITE-01,398.8,34.3,4520
2026-06-01,WC-001,SITE-01,420.5,46.4,4230
2026-06-08,WC-001,SITE-01,417.2,44.5,2588
2026-06-15,WC-001,SITE-01,391.6,17.7,4917
2026-06-22,WC-001,SITE-01,427.8,17.4,4071
2026-06-29,WC-001,SITE-01,407.9,48.1,2739
2026-07-06,WC-001,SITE-01,394.2,11.3,3006
2024-07-08,WC-002,SITE-01,500.8,56.3,5265
2024-07-15,WC-002,SITE-01,545.9,12.4,6459
2024-07-22,WC-002,SITE-01,469.9,10.2,5955
2024-07-29,WC-002,SITE-01,463.7,18.9,5060
2024-08-05,WC-002,SITE-01,462.5,20.0,3617
2024-08-12,WC-002,SITE-01,535.9,36.2,5475
2024-08-19,WC-002,SITE-01,542.8,22.4,6000
2024-08-26,WC-002,SITE-01,467.6,30.0,4439
2024-09-02,WC-002,SITE-01,475.9,33.6,4302
2024-09-09,WC-002,SITE-01,549.8,11.5,5914
2024-09-16,WC-002,SITE-01,499.1,22.6,6711
2024-09-23,WC-002,SITE-01,481.3,46.9,5814
2024-09-30,WC-002,SITE-01,527.6,45.0,7235
2024-10-07,WC-002,SITE-01,540.1,38.8,4681
2024-10-14,WC-002,SITE-01,526.7,14.9,6301
2024-10-21,WC-002,SITE-01,505.3,27.3,6029
2024-10-28,WC-002,SITE-01,527.3,48.0,5282
2024-11-04,WC-002,SITE-01,470.1,41.4,4654
2024-11-11,WC-002,SITE-01,453.7,13.3,4537
2024-11-18,WC-002,SITE-01,485.5,29.7,6609
2024-11-25,WC-002,SITE-01,549.6,15.2,5141
2024-12-02,WC-002,SITE-01,526.8,39.5,5371
2024-12-09,WC-002,SITE-01,456.7,22.2,6324
2024-12-16,WC-002,SITE-01,490.9,21.5,3682
2024-12-23,WC-002,SITE-01,521.5,42.8,5780
2024-12-30,WC-002,SITE-01,513.5,32.4,6673
2025-01-06,WC-002,SITE-01,488.3,43.2,4577
2025-01-13,WC-002,SITE-01,465.5,24.4,4334
2025-01-20,WC-002,SITE-01,533.9,32.1,4028
2025-01-27,WC-002,SITE-01,498.6,36.5,5439
2025-02-03,WC-002,SITE-01,457.6,19.9,3840
2025-02-10,WC-002,SITE-01,515.3,30.4,3357
2025-02-17,WC-002,SITE-01,508.7,59.1,5083
2025-02-24,WC-002,SITE-01,547.6,26.8,6250
2025-03-03,WC-002,SITE-01,475.7,35.3,4438
2025-03-10,WC-002,SITE-01,477.8,12.3,5021
2025-03-17,WC-002,SITE-01,538.1,12.5,3478
2025-03-24,WC-002,SITE-01,515.7,30.1,3346
2025-03-31,WC-002,SITE-01,498.4,25.3,4653
2025-04-07,WC-002,SITE-01,470.3,28.3,5917
2025-04-14,WC-002,SITE-01,535.6,21.5,3865
2025-04-21,WC-002,SITE-01,468.3,15.0,3039
2025-04-28,WC-002,SITE-01,543.2,26.1,7167
2025-05-05,WC-002,SITE-01,517.5,54.4,7206
2025-05-12,WC-002,SITE-01,550.5,14.7,6135
2025-05-19,WC-002,SITE-01,506.0,54.2,5185
2025-05-26,WC-002,SITE-01,481.6,10.6,4059
2025-06-02,WC-002,SITE-01,508.2,18.2,5329
2025-06-09,WC-002,SITE-01,520.0,51.2,5491
2025-06-16,WC-002,SITE-01,494.2,26.8,5462
2025-06-23,WC-002,SITE-01,538.5,32.4,5035
2025-06-30,WC-002,SITE-01,519.0,27.9,6240
2025-07-07,WC-002,SITE-01,534.7,36.9,6742
2025-07-14,WC-002,SITE-01,545.6,13.5,3845
2025-07-21,WC-002,SITE-01,525.5,24.2,3942
2025-07-28,WC-002,SITE-01,506.9,17.3,3098
2025-08-04,WC-002,SITE-01,541.6,21.3,3741
2025-08-11,WC-002,SITE-01,471.8,30.1,6209
2025-08-18,WC-002,SITE-01,529.5,32.2,4442
2025-08-25,WC-002,SITE-01,513.9,60.0,5820
2025-09-01,WC-002,SITE-01,455.4,19.4,5882
2025-09-08,WC-002,SITE-01,514.1,45.4,3196
2025-09-15,WC-002,SITE-01,488.4,35.4,5065
2025-09-22,WC-002,SITE-01,480.9,30.5,5088
2025-09-29,WC-002,SITE-01,529.1,33.9,6928
2025-10-06,WC-002,SITE-01,534.4,62.7,3787
2025-10-13,WC-002,SITE-01,513.4,24.1,4431
2025-10-20,WC-002,SITE-01,547.3,48.7,4141
2025-10-27,WC-002,SITE-01,515.8,47.0,6573
2025-11-03,WC-002,SITE-01,455.9,11.8,4465
2025-11-10,WC-002,SITE-01,530.5,12.3,7014
2025-11-17,WC-002,SITE-01,503.4,10.2,6820
2025-11-24,WC-002,SITE-01,467.9,41.1,3892
2025-12-01,WC-002,SITE-01,486.0,47.2,5490
2025-12-08,WC-002,SITE-01,511.3,14.9,3658
2025-12-15,WC-002,SITE-01,483.1,24.5,3672
2025-12-22,WC-002,SITE-01,542.4,53.0,6512
2025-12-29,WC-002,SITE-01,469.4,32.6,3724
2026-01-05,WC-002,SITE-01,542.0,18.1,7385
2026-01-12,WC-002,SITE-01,506.3,44.9,3828
2026-01-19,WC-002,SITE-01,456.7,38.1,4751
2026-01-26,WC-002,SITE-01,472.7,12.1,6579
2026-02-02,WC-002,SITE-01,472.0,15.6,6548
2026-02-09,WC-002,SITE-01,481.9,39.9,4279
2026-02-16,WC-002,SITE-01,544.0,44.1,3879
2026-02-23,WC-002,SITE-01,452.8,50.3,5753
2026-03-02,WC-002,SITE-01,481.4,38.3,5261
2026-03-09,WC-002,SITE-01,497.2,14.4,6124
2026-03-16,WC-002,SITE-01,475.1,44.6,3170
2026-03-23,WC-002,SITE-01,457.3,27.4,5795
2026-03-30,WC-002,SITE-01,537.3,39.2,5523
2026-04-06,WC-002,SITE-01,535.5,11.1,4715
2026-04-13,WC-002,SITE-01,466.5,28.2,3599
2026-04-20,WC-002,SITE-01,455.1,35.7,5814
2026-04-27,WC-002,SITE-01,457.8,51.0,2872
2026-05-04,WC-002,SITE-01,523.6,35.3,3439
2026-05-11,WC-002,SITE-01,496.4,41.4,5989
2026-05-18,WC-002,SITE-01,535.7,17.4,3839
2026-05-25,WC-002,SITE-01,472.0,46.1,3968
2026-06-01,WC-002,SITE-01,514.6,54.5,4333
2026-06-08,WC-002,SITE-01,493.9,22.9,5868
2026-06-15,WC-002,SITE-01,521.1,17.8,6388
2026-06-22,WC-002,SITE-01,468.6,44.7,3137
2026-06-29,WC-002,SITE-01,496.0,48.5,5997
2026-07-06,WC-002,SITE-01,494.2,21.3,4391
2024-07-08,WC-003,SITE-01,569.2,25.4,6813
2024-07-15,WC-003,SITE-01,619.6,64.3,3851
2024-07-22,WC-003,SITE-01,612.3,56.1,8346
2024-07-29,WC-003,SITE-01,642.0,75.9,5074
2024-08-05,WC-003,SITE-01,629.8,59.5,7535
2024-08-12,WC-003,SITE-01,653.6,47.6,7105
2024-08-19,WC-003,SITE-01,665.7,57.1,7461
2024-08-26,WC-003,SITE-01,565.1,66.8,6711
2024-09-02,WC-003,SITE-01,569.2,56.9,6149
2024-09-09,WC-003,SITE-01,568.4,56.0,5048
2024-09-16,WC-003,SITE-01,626.4,54.5,7755
2024-09-23,WC-003,SITE-01,592.2,48.5,3711
2024-09-30,WC-003,SITE-01,674.0,38.7,6637
2024-10-07,WC-003,SITE-01,584.7,65.0,7324
2024-10-14,WC-003,SITE-01,636.1,42.1,8830
2024-10-21,WC-003,SITE-01,572.2,50.4,3631
2024-10-28,WC-003,SITE-01,634.0,50.4,5515
2024-11-04,WC-003,SITE-01,684.3,36.7,7790
2024-11-11,WC-003,SITE-01,606.6,53.9,4958
2024-11-18,WC-003,SITE-01,602.3,36.7,4737
2024-11-25,WC-003,SITE-01,670.3,13.9,5688
2024-12-02,WC-003,SITE-01,627.4,19.4,5160
2024-12-09,WC-003,SITE-01,569.6,64.7,7610
2024-12-16,WC-003,SITE-01,580.1,52.5,3839
2024-12-23,WC-003,SITE-01,631.0,69.0,4236
2024-12-30,WC-003,SITE-01,580.8,16.6,7700
2025-01-06,WC-003,SITE-01,612.5,69.3,4345
2025-01-13,WC-003,SITE-01,652.0,27.8,5821
2025-01-20,WC-003,SITE-01,634.0,61.2,5334
2025-01-27,WC-003,SITE-01,573.0,13.1,7566
2025-02-03,WC-003,SITE-01,584.1,59.6,5229
2025-02-10,WC-003,SITE-01,635.0,64.7,8334
2025-02-17,WC-003,SITE-01,619.1,38.9,8083
2025-02-24,WC-003,SITE-01,656.4,68.6,4041
2025-03-03,WC-003,SITE-01,648.4,59.9,4479
2025-03-10,WC-003,SITE-01,643.8,38.7,5042
2025-03-17,WC-003,SITE-01,582.5,23.8,5952
2025-03-24,WC-003,SITE-01,626.6,51.5,8192
2025-03-31,WC-003,SITE-01,565.2,54.5,5424
2025-04-07,WC-003,SITE-01,649.5,51.3,7380
2025-04-14,WC-003,SITE-01,642.4,20.5,6689
2025-04-21,WC-003,SITE-01,647.5,69.5,4540
2025-04-28,WC-003,SITE-01,624.4,19.7,4456
2025-05-05,WC-003,SITE-01,666.4,38.1,5143
2025-05-12,WC-003,SITE-01,601.8,69.0,4081
2025-05-19,WC-003,SITE-01,660.9,25.9,7269
2025-05-26,WC-003,SITE-01,618.1,42.0,7353
2025-06-02,WC-003,SITE-01,639.9,28.7,4164
2025-06-09,WC-003,SITE-01,614.9,32.8,7124
2025-06-16,WC-003,SITE-01,635.2,47.8,7013
2025-06-23,WC-003,SITE-01,673.1,77.3,8272
2025-06-30,WC-003,SITE-01,677.0,40.0,4885
2025-07-07,WC-003,SITE-01,600.6,15.2,7751
2025-07-14,WC-003,SITE-01,665.4,55.9,6271
2025-07-21,WC-003,SITE-01,668.2,20.0,9285
2025-07-28,WC-003,SITE-01,563.0,34.5,4777
2025-08-04,WC-003,SITE-01,661.2,16.3,6694
2025-08-11,WC-003,SITE-01,589.5,45.2,5633
2025-08-18,WC-003,SITE-01,679.5,44.1,6049
2025-08-25,WC-003,SITE-01,597.1,24.4,6480
2025-09-01,WC-003,SITE-01,667.7,46.2,5576
2025-09-08,WC-003,SITE-01,627.0,70.6,4901
2025-09-15,WC-003,SITE-01,565.4,43.7,3458
2025-09-22,WC-003,SITE-01,666.3,62.3,7838
2025-09-29,WC-003,SITE-01,677.2,46.9,7768
2025-10-06,WC-003,SITE-01,605.5,33.7,8407
2025-10-13,WC-003,SITE-01,597.6,30.0,5829
2025-10-20,WC-003,SITE-01,682.0,29.9,7631
2025-10-27,WC-003,SITE-01,679.0,16.0,5892
2025-11-03,WC-003,SITE-01,609.6,28.2,7190
2025-11-10,WC-003,SITE-01,608.8,37.8,3946
2025-11-17,WC-003,SITE-01,579.6,24.3,5225
2025-11-24,WC-003,SITE-01,578.3,33.6,8034
2025-12-01,WC-003,SITE-01,560.5,44.1,4403
2025-12-08,WC-003,SITE-01,669.3,29.2,7968
2025-12-15,WC-003,SITE-01,616.9,55.0,8046
2025-12-22,WC-003,SITE-01,602.1,66.5,6526
2025-12-29,WC-003,SITE-01,583.6,33.2,7499
2026-01-05,WC-003,SITE-01,664.8,49.9,4662
2026-01-12,WC-003,SITE-01,601.5,35.5,5267
2026-01-19,WC-003,SITE-01,621.4,62.7,8095
2026-01-26,WC-003,SITE-01,654.6,62.4,5973
2026-02-02,WC-003,SITE-01,603.9,47.7,8270
2026-02-09,WC-003,SITE-01,610.7,19.7,5381
2026-02-16,WC-003,SITE-01,586.6,47.4,5349
2026-02-23,WC-003,SITE-01,675.8,49.7,7400
2026-03-02,WC-003,SITE-01,660.3,48.3,8412
2026-03-09,WC-003,SITE-01,587.3,12.0,5553
2026-03-16,WC-003,SITE-01,616.6,18.1,4242
2026-03-23,WC-003,SITE-01,643.2,60.0,7406
2026-03-30,WC-003,SITE-01,635.3,72.9,4366
2026-04-06,WC-003,SITE-01,617.1,18.8,6472
2026-04-13,WC-003,SITE-01,647.3,25.1,5593
2026-04-20,WC-003,SITE-01,613.1,67.6,7920
2026-04-27,WC-003,SITE-01,665.4,50.3,8656
2026-05-04,WC-003,SITE-01,683.4,62.2,4196
2026-05-11,WC-003,SITE-01,562.4,32.1,5649
2026-05-18,WC-003,SITE-01,615.0,35.0,8567
2026-05-25,WC-003,SITE-01,596.3,35.1,3741
2026-06-01,WC-003,SITE-01,602.6,51.1,6041
2026-06-08,WC-003,SITE-01,596.0,67.5,4458
2026-06-15,WC-003,SITE-01,597.4,44.2,5457
2026-06-22,WC-003,SITE-01,569.8,48.3,4959
2026-06-29,WC-003,SITE-01,606.6,37.9,8414
2026-07-06,WC-003,SITE-01,629.4,30.5,6668
2024-07-08,WC-004,SITE-02,447.0,45.6,5629
2024-07-15,WC-004,SITE-02,425.0,12.6,3052
2024-07-22,WC-004,SITE-02,397.7,37.7,3314
2024-07-29,WC-004,SITE-02,405.1,15.3,3567
2024-08-05,WC-004,SITE-02,415.1,20.8,5538
2024-08-12,WC-004,SITE-02,392.8,14.2,3872
2024-08-19,WC-004,SITE-02,430.1,15.1,4051
2024-08-26,WC-004,SITE-02,409.2,42.9,4109
2024-09-02,WC-004,SITE-02,448.7,22.9,2763
2024-09-09,WC-004,SITE-02,427.4,44.6,5230
2024-09-16,WC-004,SITE-02,426.3,44.5,4828
2024-09-23,WC-004,SITE-02,432.2,42.9,4142
2024-09-30,WC-004,SITE-02,456.0,35.5,3871
2024-10-07,WC-004,SITE-02,389.7,28.8,3593
2024-10-14,WC-004,SITE-02,464.1,37.3,6294
2024-10-21,WC-004,SITE-02,455.2,15.3,5725
2024-10-28,WC-004,SITE-02,434.7,42.7,4117
2024-11-04,WC-004,SITE-02,435.5,23.5,3359
2024-11-11,WC-004,SITE-02,426.0,35.5,5739
2024-11-18,WC-004,SITE-02,466.4,24.9,5644
2024-11-25,WC-004,SITE-02,435.8,37.4,3960
2024-12-02,WC-004,SITE-02,431.4,33.9,4097
2024-12-09,WC-004,SITE-02,442.9,46.0,3834
2024-12-16,WC-004,SITE-02,411.3,44.6,3399
2024-12-23,WC-004,SITE-02,407.7,45.8,3977
2024-12-30,WC-004,SITE-02,457.0,31.8,4002
2025-01-06,WC-004,SITE-02,466.0,41.8,3342
2025-01-13,WC-004,SITE-02,442.1,41.1,4188
2025-01-20,WC-004,SITE-02,457.0,22.5,5609
2025-01-27,WC-004,SITE-02,409.1,22.7,2542
2025-02-03,WC-004,SITE-02,450.2,21.3,3463
2025-02-10,WC-004,SITE-02,434.6,47.9,5190
2025-02-17,WC-004,SITE-02,424.5,49.6,4563
2025-02-24,WC-004,SITE-02,470.0,51.7,3963
2025-03-03,WC-004,SITE-02,449.9,48.8,3012
2025-03-10,WC-004,SITE-02,466.0,33.2,3661
2025-03-17,WC-004,SITE-02,404.5,33.3,3080
2025-03-24,WC-004,SITE-02,469.7,12.5,3475
2025-03-31,WC-004,SITE-02,438.6,24.9,3802
2025-04-07,WC-004,SITE-02,388.3,42.4,3913
2025-04-14,WC-004,SITE-02,389.2,19.5,4129
2025-04-21,WC-004,SITE-02,448.1,31.4,2895
2025-04-28,WC-004,SITE-02,419.0,8.9,5654
2025-05-05,WC-004,SITE-02,446.7,42.9,3421
2025-05-12,WC-004,SITE-02,391.9,33.8,3323
2025-05-19,WC-004,SITE-02,395.0,18.9,2755
2025-05-26,WC-004,SITE-02,407.2,36.7,5128
2025-06-02,WC-004,SITE-02,410.5,42.0,5720
2025-06-09,WC-004,SITE-02,389.2,42.2,4224
2025-06-16,WC-004,SITE-02,436.6,18.4,4841
2025-06-23,WC-004,SITE-02,449.6,47.1,3014
2025-06-30,WC-004,SITE-02,393.5,13.4,2873
2025-07-07,WC-004,SITE-02,421.5,49.2,3900
2025-07-14,WC-004,SITE-02,452.0,23.1,5950
2025-07-21,WC-004,SITE-02,412.2,42.7,3632
2025-07-28,WC-004,SITE-02,468.8,33.4,3614
2025-08-04,WC-004,SITE-02,395.3,23.2,5254
2025-08-11,WC-004,SITE-02,408.8,34.1,4338
2025-08-18,WC-004,SITE-02,466.9,20.0,4497
2025-08-25,WC-004,SITE-02,427.0,41.8,5015
2025-09-01,WC-004,SITE-02,414.3,11.0,5288
2025-09-08,WC-004,SITE-02,427.1,48.0,5735
2025-09-15,WC-004,SITE-02,466.1,37.8,4055
2025-09-22,WC-004,SITE-02,451.7,50.9,4270
2025-09-29,WC-004,SITE-02,410.4,15.8,5275
2025-10-06,WC-004,SITE-02,394.0,37.5,5326
2025-10-13,WC-004,SITE-02,412.5,38.3,3027
2025-10-20,WC-004,SITE-02,434.4,12.9,3712
2025-10-27,WC-004,SITE-02,472.4,55.9,5618
2025-11-03,WC-004,SITE-02,420.4,36.3,2607
2025-11-10,WC-004,SITE-02,392.6,15.1,4093
2025-11-17,WC-004,SITE-02,410.6,9.4,5195
2025-11-24,WC-004,SITE-02,454.6,40.6,3350
2025-12-01,WC-004,SITE-02,409.1,35.1,4101
2025-12-08,WC-004,SITE-02,413.7,8.3,5357
2025-12-15,WC-004,SITE-02,408.7,33.3,5385
2025-12-22,WC-004,SITE-02,420.0,36.5,4636
2025-12-29,WC-004,SITE-02,417.0,12.8,3942
2026-01-05,WC-004,SITE-02,394.4,26.1,4119
2026-01-12,WC-004,SITE-02,426.6,20.5,3004
2026-01-19,WC-004,SITE-02,411.6,42.3,2568
2026-01-26,WC-004,SITE-02,388.1,41.3,3686
2026-02-02,WC-004,SITE-02,420.4,33.7,3417
2026-02-09,WC-004,SITE-02,473.8,37.8,2985
2026-02-16,WC-004,SITE-02,408.4,29.9,4232
2026-02-23,WC-004,SITE-02,472.3,15.0,2904
2026-03-02,WC-004,SITE-02,453.6,41.0,3187
2026-03-09,WC-004,SITE-02,472.9,30.5,4140
2026-03-16,WC-004,SITE-02,416.8,18.2,3714
2026-03-23,WC-004,SITE-02,471.9,25.3,4224
2026-03-30,WC-004,SITE-02,396.4,45.5,2690
2026-04-06,WC-004,SITE-02,430.5,17.3,4592
2026-04-13,WC-004,SITE-02,436.3,9.0,3415
2026-04-20,WC-004,SITE-02,414.0,26.1,2945
2026-04-27,WC-004,SITE-02,447.0,23.0,3650
2026-05-04,WC-004,SITE-02,463.0,29.2,6005
2026-05-11,WC-004,SITE-02,421.8,44.5,4876
2026-05-18,WC-004,SITE-02,402.9,28.1,3293
2026-05-25,WC-004,SITE-02,443.3,36.3,3073
2026-06-01,WC-004,SITE-02,469.3,48.8,5756
2026-06-08,WC-004,SITE-02,454.8,21.6,2945
2026-06-15,WC-004,SITE-02,429.7,34.1,4406
2026-06-22,WC-004,SITE-02,437.4,13.8,5692
2026-06-29,WC-004,SITE-02,463.6,29.3,5533
2026-07-06,WC-004,SITE-02,416.4,12.6,4913
2024-07-08,WC-005,SITE-02,453.1,39.0,4430
2024-07-15,WC-005,SITE-02,473.7,27.2,5914
2024-07-22,WC-005,SITE-02,472.6,13.8,6240
2024-07-29,WC-005,SITE-02,435.5,10.4,4423
2024-08-05,WC-005,SITE-02,448.5,17.0,4988
2024-08-12,WC-005,SITE-02,429.1,50.0,3165
2024-08-19,WC-005,SITE-02,514.0,57.6,3944
2024-08-26,WC-005,SITE-02,509.1,33.6,6336
2024-09-02,WC-005,SITE-02,445.4,20.3,3552
2024-09-09,WC-005,SITE-02,445.9,25.4,6147
2024-09-16,WC-005,SITE-02,454.5,54.0,3239
2024-09-23,WC-005,SITE-02,446.3,22.0,5886
2024-09-30,WC-005,SITE-02,463.3,28.6,3404
2024-10-07,WC-005,SITE-02,448.0,41.2,5658
2024-10-14,WC-005,SITE-02,482.5,14.6,5144
2024-10-21,WC-005,SITE-02,451.7,24.5,3163
2024-10-28,WC-005,SITE-02,463.4,32.7,3360
2024-11-04,WC-005,SITE-02,445.6,39.3,4877
2024-11-11,WC-005,SITE-02,438.0,24.2,3175
2024-11-18,WC-005,SITE-02,508.7,61.0,4543
2024-11-25,WC-005,SITE-02,456.6,11.8,3928
2024-12-02,WC-005,SITE-02,515.6,47.0,5329
2024-12-09,WC-005,SITE-02,486.7,40.4,4483
2024-12-16,WC-005,SITE-02,502.6,26.8,3839
2024-12-23,WC-005,SITE-02,491.5,19.1,3942
2024-12-30,WC-005,SITE-02,516.2,14.1,6810
2025-01-06,WC-005,SITE-02,492.5,52.9,3652
2025-01-13,WC-005,SITE-02,462.9,37.5,3750
2025-01-20,WC-005,SITE-02,478.2,36.9,6221
2025-01-27,WC-005,SITE-02,446.3,27.0,2995
2025-02-03,WC-005,SITE-02,469.0,33.2,4898
2025-02-10,WC-005,SITE-02,504.8,16.2,4709
2025-02-17,WC-005,SITE-02,428.8,18.6,4626
2025-02-24,WC-005,SITE-02,448.8,23.7,6081
2025-03-03,WC-005,SITE-02,508.9,34.9,6936
2025-03-10,WC-005,SITE-02,483.8,40.5,6627
2025-03-17,WC-005,SITE-02,486.9,52.3,4739
2025-03-24,WC-005,SITE-02,502.1,55.3,6481
2025-03-31,WC-005,SITE-02,494.4,31.4,6095
2025-04-07,WC-005,SITE-02,477.3,22.0,5164
2025-04-14,WC-005,SITE-02,499.2,40.8,5485
2025-04-21,WC-005,SITE-02,473.0,19.2,6468
2025-04-28,WC-005,SITE-02,509.6,34.0,5507
2025-05-05,WC-005,SITE-02,493.1,49.6,4529
2025-05-12,WC-005,SITE-02,443.9,37.1,6030
2025-05-19,WC-005,SITE-02,451.5,13.9,5884
2025-05-26,WC-005,SITE-02,516.1,48.4,4145
2025-06-02,WC-005,SITE-02,429.1,30.6,5766
2025-06-09,WC-005,SITE-02,478.8,51.5,5656
2025-06-16,WC-005,SITE-02,428.9,48.9,4928
2025-06-23,WC-005,SITE-02,464.8,27.2,6374
2025-06-30,WC-005,SITE-02,516.9,53.2,3140
2025-07-07,WC-005,SITE-02,456.2,50.4,5762
2025-07-14,WC-005,SITE-02,506.1,31.9,5033
2025-07-21,WC-005,SITE-02,468.3,42.1,3766
2025-07-28,WC-005,SITE-02,465.4,14.1,5312
2025-08-04,WC-005,SITE-02,443.4,37.4,2775
2025-08-11,WC-005,SITE-02,471.4,15.9,5969
2025-08-18,WC-005,SITE-02,454.2,39.5,3078
